id,std_poly_form,std_poly_LC,str_num_1,str_num_2,str_num_3
16445,ὄψιμον,ὄψιμον,3797,,
16446,στηρίξατε,στηρίξατε,4741,,
16447,στενάζετε,στενάζετε,4727,,
16448,κακοπαθείας,κακοπαθείας,2552,,
16449,μακαρίζομεν,μακαρίζομεν,3106,,
16450,ὑπομένοντας,ὑπομένοντας,5278,,
16451,Ἰώβ,ἰώβ,2492,,
16452,πολύσπλαγχνός,πολύσπλαγχνός,4184,,
16453,ὀμνύετε,ὀμνύετε,3660,,
16454,πέσητε,πέσητε,4098,,
16455,κακοπαθεῖ,κακοπαθεῖ,2553,,
16456,εὐθυμεῖ,εὐθυμεῖ,2114,,
16457,ψαλλέτω,ψαλλέτω,5567,,
16458,προσκαλεσάσθω,προσκαλεσάσθω,4341,,
16459,προσευξάσθωσαν,προσευξάσθωσαν,4336,,
16460,ἀλείψαντες,ἀλείψαντες,218,,
16461,εὐχή,εὐχή,2171,,
16462,κάμνοντα,κάμνοντα,2577,,
16463,ἐξομολογεῖσθε,ἐξομολογεῖσθε,1843,,
16464,εὔχεσθε,εὔχεσθε,2172,,
16465,ἰαθῆτε,ἰαθῆτε,2390,,
16466,ὁμοιοπαθής,ὁμοιοπαθής,3663,,
16467,βρέξαι,βρέξαι,1026,,
16468,ἁμαρτωλόν,ἁμαρτωλόν,268,,
16469,καλύψει,καλύψει,2572,,
16470,ἐκλεκτοῖς,ἐκλεκτοῖς,1588,,
16471,παρεπιδήμοις,παρεπιδήμοις,3927,,
16472,διασπορᾶς,διασπορᾶς,1290,,
16473,πόντου,πόντου,4195,,
16474,καππαδοκίας,καππαδοκίας,2587,,
16475,βιθυνίας,βιθυνίας,978,,
16476,πρόγνωσιν,πρόγνωσιν,4268,,
16477,ῥαντισμόν,ῥαντισμόν,4473,,
16478,πληθυνθείη,πληθυνθείη,4129,,
16479,ἀναγεννήσας,ἀναγεννήσας,313,,
16480,ἀμίαντον,ἀμίαντον,283,,
16481,ἀμάραντον,ἀμάραντον,263,,
16482,τετηρημένην,τετηρημένην,5083,,
16483,φρουρουμένους,φρουρουμένους,5432,,
16484,λυπηθέντες,λυπηθέντες,3076,,
16485,τιμιώτερον,τιμιώτερον,5093,,
16486,ἀπολλυμένου,ἀπολλυμένου,622,,
16487,δοκιμαζομένου,δοκιμαζομένου,1381,,
16488,ὁρῶντες,ὁρῶντες,3708,,
16489,ἀνεκλαλήτῳ,ἀνεκλαλήτῳ,412,,
16490,δεδοξασμένῃ,δεδοξασμένῃ,1392,,
16491,κομιζόμενοι,κομιζόμενοι,2865,,
16492,ἐξεζήτησαν,ἐξεζήτησαν,1567,,
16493,ἐξηρεύνησαν,ἐξηρεύνησαν,1830,,
16494,προφητεύσαντες,προφητεύσαντες,4395,,
16495,ἐρευνῶντες,ἐρευνῶντες,2045,,
16496,ἐδήλου,ἐδήλου,1213,,
16497,προμαρτυρόμενον,προμαρτυρόμενον,4303,,
16498,δόξας,δόξας,1391,,
16499,εὐαγγελισαμένων,εὐαγγελισαμένων,2097,,
16500,ἀποσταλέντι,ἀποσταλέντι,649,,
16501,ἐπιθυμοῦσιν,ἐπιθυμοῦσιν,1937,,
16502,παρακύψαι,παρακύψαι,3879,,
16503,ἀναζωσάμενοι,ἀναζωσάμενοι,328,,
16504,ὀσφύας,ὀσφύας,3751,,
16505,νήφοντες,νήφοντες,3525,,
16506,τελείως,τελείως,5049,,
16507,ἐλπίσατε,ἐλπίσατε,1679,,
16508,φερομένην,φερομένην,5342,,
16509,συσχηματιζόμενοι,συσχηματιζόμενοι,4964,,
16510,ἀγνοίᾳ,ἀγνοίᾳ,52,,
16511,καλέσαντα,καλέσαντα,2564,,
16512,γενήθητε,γενήθητε,1096,,
16513,ἐπικαλεῖσθε,ἐπικαλεῖσθε,1941,,
16514,ἀπροσωπολήπτως,ἀπροσωπολήπτως,678,,
16515,παροικίας,παροικίας,3940,,
16516,ἀναστράφητε,ἀναστράφητε,390,,
16517,φθαρτοῖς,φθαρτοῖς,5349,,
16518,ἀργυρίῳ,ἀργυρίῳ,694,,
16519,ἐλυτρώθητε,ἐλυτρώθητε,3084,,
16520,ματαίας,ματαίας,3152,,
16521,πατροπαραδότου,πατροπαραδότου,3970,,
16522,τιμίῳ,τιμίῳ,5093,,
16523,ἀμνοῦ,ἀμνοῦ,286,,
16524,ἀμώμου,ἀμώμου,299,,
16525,ἀσπίλου,ἀσπίλου,784,,
16526,προεγνωσμένου,προεγνωσμένου,4267,,
16527,ἡγνικότες,ἡγνικότες,48,,
16528,φιλαδελφίαν,φιλαδελφίαν,5360,,
16529,ἀνυπόκριτον,ἀνυπόκριτον,505,,
16530,ἀγαπήσατε,ἀγαπήσατε,25,,
16531,ἐκτενῶς,ἐκτενῶς,1619,,
16532,ἀναγεγεννημένοι,ἀναγεγεννημένοι,313,,
16533,σπορᾶς,σπορᾶς,4701,,
16534,φθαρτῆς,φθαρτῆς,5349,,
16535,μένοντος,μένοντος,3306,,
16536,δόλον,δόλον,1388,,
16537,ὑποκρίσεις,ὑποκρίσεις,5272,,
16538,φθόνους,φθόνους,5355,,
16539,καταλαλιάς,καταλαλιάς,2636,,
16540,ἀρτιγέννητα,ἀρτιγέννητα,738,,
16541,λογικόν,λογικόν,3050,,
16542,ἄδολον,ἄδολον,97,,
16543,ἐπιποθήσατε,ἐπιποθήσατε,1971,,
16544,αὐξηθῆτε,αὐξηθῆτε,837,,
16545,ἐγεύσασθε,ἐγεύσασθε,1089,,
16546,ἀποδεδοκιμασμένον,ἀποδεδοκιμασμένον,593,,
16547,ἔντιμον,ἔντιμον,1784,,
16548,οἰκοδομεῖσθε,οἰκοδομεῖσθε,3618,,
16549,ἱεράτευμα,ἱεράτευμα,2406,,
16550,ἀνενέγκαι,ἀνενέγκαι,399,,
16551,πνευματικάς,πνευματικάς,4152,,
16552,εὐπροσδέκτους,εὐπροσδέκτους,2144,,
16553,περιέχει,περιέχει,4023,,
16554,ἀκρογωνιαῖον,ἀκρογωνιαῖον,204,,
16555,καταισχυνθῇ,καταισχυνθῇ,2617,,
16556,προσκόπτουσιν,προσκόπτουσιν,4350,,
16557,βασίλειον,βασίλειον,934,,
16558,ἀρετάς,ἀρετάς,703,,
16559,ἐξαγγείλητε,ἐξαγγείλητε,1804,,
16560,ἠλεημένοι,ἠλεημένοι,1653,,
16561,ἐλεηθέντες,ἐλεηθέντες,1653,,
16562,παροίκους,παροίκους,3941,,
16563,παρεπιδήμους,παρεπιδήμους,3927,,
16564,σαρκικῶν,σαρκικῶν,4559,,
16565,ἐπιθυμιῶν,ἐπιθυμιῶν,1939,,
16566,στρατεύονται,στρατεύονται,4754,,
16567,καταλαλοῦσιν,καταλαλοῦσιν,2635,,
16568,κακοποιῶν,κακοποιῶν,2555,2554.0,
16569,ἐποπτεύσαντες,ἐποπτεύσαντες,2029,,
16570,ὑπερέχοντι,ὑπερέχοντι,5242,,
16571,πεμπομένοις,πεμπομένοις,3992,,
16572,φιμοῦν,φιμοῦν,5392,,
16573,ἐπικάλυμμα,ἐπικάλυμμα,1942,,
16574,τιμήσατε,τιμήσατε,5091,,
16575,ἀδελφότητα,ἀδελφότητα,81,,
16576,τιμᾶτε,τιμᾶτε,5091,,
16577,οἰκέται,οἰκέται,3610,,
16578,ἐπιεικέσιν,ἐπιεικέσιν,1933,,
16579,σκολιοῖς,σκολιοῖς,4646,,
16580,ὑποφέρει,ὑποφέρει,5297,,
16581,λύπας,λύπας,3077,,
16582,πάσχων,πάσχων,3958,,
16583,ἀδίκως,ἀδίκως,95,,
16584,κλέος,κλέος,2811,,
16585,κολαφιζόμενοι,κολαφιζόμενοι,2852,,
16586,ὑπομενεῖτε,ὑπομενεῖτε,5278,,
16587,ἀγαθοποιοῦντες,ἀγαθοποιοῦντες,15,,
16588,πάσχοντες,πάσχοντες,3958,,
16589,ὑπολιμπάνων,ὑπολιμπάνων,5277,,
16590,ὑπογραμμόν,ὑπογραμμόν,5261,,
16591,ἐπακολουθήσητε,ἐπακολουθήσητε,1872,,
16592,λοιδορούμενος,λοιδορούμενος,3058,,
16593,ἀντελοιδόρει,ἀντελοιδόρει,486,,
16594,ἠπείλει,ἠπείλει,546,,
16595,κρίνοντι,κρίνοντι,2919,,
16596,ἀνήνεγκεν,ἀνήνεγκεν,399,,
16597,ἀπογενόμενοι,ἀπογενόμενοι,581,,
16598,μώλωπι,μώλωπι,3468,,
16599,ἰάθητε,ἰάθητε,2390,,
16600,πλανώμενα,πλανώμενα,4105,,
16601,ἐπεστράφητε,ἐπεστράφητε,1994,,
16602,ὑποτασσόμεναι,ὑποτασσόμεναι,5293,,
16603,κερδηθήσονται,κερδηθήσονται,2770,,
16604,ἐμπλοκῆς,ἐμπλοκῆς,1708,,
16605,περιθέσεως,περιθέσεως,4025,,
16606,χρυσίων,χρυσίων,5553,,
16607,ἐνδύσεως,ἐνδύσεως,1745,,
16608,κρυπτός,κρυπτός,2927,,
16609,πρᾳέος,πρᾳέος,4239,,
16610,ἡσυχίου,ἡσυχίου,2272,,
16611,πολυτελές,πολυτελές,4185,,
16612,ἅγιαι,ἅγιαι,40,,
16613,ἐλπίζουσαι,ἐλπίζουσαι,1679,,
16614,ἐκόσμουν,ἐκόσμουν,2885,,
16615,καλοῦσα,καλοῦσα,2564,,
16616,ἀγαθοποιοῦσαι,ἀγαθοποιοῦσαι,15,,
16617,φοβούμεναι,φοβούμεναι,5399,,
16618,πτόησιν,πτόησιν,4423,,
16619,συνοικοῦντες,συνοικοῦντες,4924,,
16620,ἀσθενεστέρῳ,ἀσθενεστέρῳ,772,,
16621,γυναικείῳ,γυναικείῳ,1134,,
16622,ἀπονέμοντες,ἀπονέμοντες,632,,
16623,ἐγκόπτεσθαι,ἐγκόπτεσθαι,1465,,
16624,ὁμόφρονες,ὁμόφρονες,3675,,
16625,συμπαθεῖς,συμπαθεῖς,4835,,
16626,φιλάδελφοι,φιλάδελφοι,5361,,
16627,φιλόφρονες,φιλόφρονες,5391,,
16628,λοιδορίαν,λοιδορίαν,3059,,
16629,κληρονομήσητε,κληρονομήσητε,2816,,
16630,παυσάτω,παυσάτω,3973,,
16631,ἐκκλινάτω,ἐκκλινάτω,1578,,
16632,ποιησάτω,ποιησάτω,4160,,
16633,ζητησάτω,ζητησάτω,2212,,
16634,διωξάτω,διωξάτω,1377,,
16635,κακώσων,κακώσων,2559,,
16636,πάσχοιτε,πάσχοιτε,3958,,
16637,ταραχθῆτε,ταραχθῆτε,5015,,
16638,ἁγιάσατε,ἁγιάσατε,37,,
16639,αἰτοῦντι,αἰτοῦντι,154,,
16640,πρᾳΰτητος,πρᾳΰτητος,4240,,
16641,καταισχυνθῶσιν,καταισχυνθῶσιν,2617,,
16642,ἐπηρεάζοντες,ἐπηρεάζοντες,1908,,
16643,κακοποιοῦντας,κακοποιοῦντας,2554,,
16644,προσαγάγῃ,προσαγάγῃ,4317,,
16645,θανατωθείς,θανατωθείς,2289,,
16646,ζῳοποιηθείς,ζῳοποιηθείς,2227,,
16647,ἀπειθήσασίν,ἀπειθήσασίν,544,,
16648,ἀπεξεδέχετο,ἀπεξεδέχετο,553,,
16649,κατασκευαζομένης,κατασκευαζομένης,2680,,
16650,κιβωτοῦ,κιβωτοῦ,2787,,
16651,ἀντίτυπον,ἀντίτυπον,499,,
16652,σῴζει,σῴζει,4982,,
16653,ἀπόθεσις,ἀπόθεσις,595,,
16654,ῥύπου,ῥύπου,4509,,
16655,ἐπερώτημα,ἐπερώτημα,1906,,
16656,ὑποταγέντων,ὑποταγέντων,5293,,
16657,ἐξουσιῶν,ἐξουσιῶν,1849,,
16658,παθόντος,παθόντος,3958,,
16659,ἔννοιαν,ἔννοιαν,1771,,
16660,ὁπλίσασθε,ὁπλίσασθε,3695,,
16661,παθών,παθών,3958,,
16662,πέπαυται,πέπαυται,3973,,
16663,ἐπίλοιπον,ἐπίλοιπον,1954,,
16664,βιῶσαι,βιῶσαι,980,,
16665,ἀρκετός,ἀρκετός,713,,
16666,παρεληλυθώς,παρεληλυθώς,3928,,
16667,κατεργάσασθαι,κατεργάσασθαι,2716,,
16668,πεπορευμένους,πεπορευμένους,4198,,
16669,οἰνοφλυγίαις,οἰνοφλυγίαις,3632,,
16670,πότοις,πότοις,4224,,
16671,ἀθεμίτοις,ἀθεμίτοις,111,,
16672,εἰδωλολατρείαις,εἰδωλολατρείαις,1495,,
16673,ξενίζονται,ξενίζονται,3579,,
16674,συντρεχόντων,συντρεχόντων,4936,,
16675,ἀνάχυσιν,ἀνάχυσιν,401,,
16676,κρῖναι,κρῖναι,2919,,
16677,εὐηγγελίσθη,εὐηγγελίσθη,2097,,
16678,σωφρονήσατε,σωφρονήσατε,4993,,
16679,νήψατε,νήψατε,3525,,
16680,ἐκτενῆ,ἐκτενῆ,1618,,
16681,φιλόξενοι,φιλόξενοι,5382,,
16682,καλοί,καλοί,2570,,
16683,οἰκονόμοι,οἰκονόμοι,3623,,
16684,ποικίλης,ποικίλης,4164,,
16685,διακονεῖ,διακονεῖ,1247,,
16686,χορηγεῖ,χορηγεῖ,5524,,
16687,ξενίζεσθε,ξενίζεσθε,3579,,
16688,πυρώσει,πυρώσει,4451,,
16689,γινομένῃ,γινομένῃ,1096,,
16690,ξένου,ξένου,3581,,
16691,συμβαίνοντος,συμβαίνοντος,4819,,
16692,κοινωνεῖτε,κοινωνεῖτε,2841,,
16693,ἀγαλλιώμενοι,ἀγαλλιώμενοι,21,,
16694,ὀνειδίζεσθε,ὀνειδίζεσθε,3679,,
16695,ἀναπαύεται,ἀναπαύεται,373,,
16696,πασχέτω,πασχέτω,3958,,
16697,ἀλλοτριοεπίσκοπος,ἀλλοτριοεπίσκοπος,244,,
16698,χριστιανός,χριστιανός,5546,,
16699,αἰσχυνέσθω,αἰσχυνέσθω,153,,
16700,δοξαζέτω,δοξαζέτω,1392,,
16701,ἄρξασθαι,ἄρξασθαι,756,,
16702,σῴζεται,σῴζεται,4982,,
16703,ἀσεβής,ἀσεβής,765,,
16704,φανεῖται,φανεῖται,5316,,
16705,κτίστῃ,κτίστῃ,2939,,
16706,παρατιθέσθωσαν,παρατιθέσθωσαν,3908,,
16707,ἀγαθοποιΐᾳ,ἀγαθοποιΐᾳ,16,,
16708,συμπρεσβύτερος,συμπρεσβύτερος,4850,,
16709,ἀποκαλύπτεσθαι,ἀποκαλύπτεσθαι,601,,
16710,ποιμάνατε,ποιμάνατε,4165,,
16711,ἀναγκαστῶς,ἀναγκαστῶς,317,,
16712,αἰσχροκερδῶς,αἰσχροκερδῶς,147,,
16713,προθύμως,προθύμως,4290,,
16714,κατακυριεύοντες,κατακυριεύοντες,2634,,
16715,κλήρων,κλήρων,2819,,
16716,ἀρχιποίμενος,ἀρχιποίμενος,750,,
16717,κομιεῖσθε,κομιεῖσθε,2865,,
16718,ἀμαράντινον,ἀμαράντινον,262,,
16719,ἐγκομβώσασθε,ἐγκομβώσασθε,1463,,
16720,κραταιάν,κραταιάν,2900,,
16721,ὑψώσῃ,ὑψώσῃ,5312,,
16722,μέριμναν,μέριμναν,3308,,
16723,γρηγορήσατε,γρηγορήσατε,1127,,
16724,λέων,λέων,3023,,
16725,ὠρυόμενος,ὠρυόμενος,5612,,
16726,καταπίῃ,καταπίῃ,2666,,
16727,στερεοί,στερεοί,4731,,
16728,ἀδελφότητι,ἀδελφότητι,81,,
16729,ἐπιτελεῖσθαι,ἐπιτελεῖσθαι,2005,,
16730,παθόντας,παθόντας,3958,,
16731,σθενώσει,σθενώσει,4599,,
16732,θεμελιώσει,θεμελιώσει,2311,,
16733,ὀλίγων,ὀλίγων,3641,,
16734,ἐπιμαρτυρῶν,ἐπιμαρτυρῶν,1957,,
16735,βαβυλῶνι,βαβυλῶνι,897,,
16736,συνεκλεκτή,συνεκλεκτή,4899,,
16737,ἰσότιμον,ἰσότιμον,2472,,
16738,λαχοῦσιν,λαχοῦσιν,2975,,
16739,θείας,θείας,2304,,
16740,δεδωρημένης,δεδωρημένης,1433,,
16741,ἀρετῆς,ἀρετῆς,703,,
16742,τίμια,τίμια,5093,,
16743,μέγιστα,μέγιστα,3173,,
16744,ἐπαγγέλματα,ἐπαγγέλματα,1862,,
16745,δεδώρηται,δεδώρηται,1433,,
16746,ἀποφυγόντες,ἀποφυγόντες,668,,
16747,παρεισενέγκαντες,παρεισενέγκαντες,3923,,
16748,ἐπιχορηγήσατε,ἐπιχορηγήσατε,2023,,
16749,ἀρετήν,ἀρετήν,703,,
16750,ἀρετῇ,ἀρετῇ,703,,
16751,ἐγκράτειαν,ἐγκράτειαν,1466,,
16752,ἐγκρατείᾳ,ἐγκρατείᾳ,1466,,
16753,ἀκάρπους,ἀκάρπους,175,,
16754,μυωπάζων,μυωπάζων,3467,,
16755,λήθην,λήθην,3024,,
16756,σπουδάσατε,σπουδάσατε,4704,,
16757,πταίσητέ,πταίσητέ,4417,,
16758,ἐπιχορηγηθήσεται,ἐπιχορηγηθήσεται,2023,,
16759,εἴσοδος,εἴσοδος,1529,,
16760,ἀμελήσω,ἀμελήσω,272,,
16761,ὑπομιμνῄσκειν,ὑπομιμνῄσκειν,5279,,
16762,εἰδότας,εἰδότας,1492,,
16763,ἐστηριγμένους,ἐστηριγμένους,4741,,
16764,παρούσῃ,παρούσῃ,3918,,
16765,σκηνώματι,σκηνώματι,4638,,
16766,διεγείρειν,διεγείρειν,1326,,
16767,ταχινή,ταχινή,5031,,
16768,σκηνώματός,σκηνώματός,4638,,
16769,ἐδήλωσέν,ἐδήλωσέν,1213,,
16770,σπουδάσω,σπουδάσω,4704,,
16771,ἑκάστοτε,ἑκάστοτε,1539,,
16772,μνήμην,μνήμην,3420,,
16773,σεσοφισμένοις,σεσοφισμένοις,4679,,
16774,ἐξακολουθήσαντες,ἐξακολουθήσαντες,1811,,
16775,ἐγνωρίσαμεν,ἐγνωρίσαμεν,1107,,
