id,std_poly_form,std_poly_LC,str_num_1,str_num_2,str_num_3
10133,σπερμολόγος,σπερμολόγος,4691,,
10134,ξένων,ξένων,3581,,
10135,καταγγελεύς,καταγγελεύς,2604,,
10136,ἐπιλαβόμενοί,ἐπιλαβόμενοί,1949,,
10137,ἄρειον,ἄρειον,697,,
10138,πάγον,πάγον,697,,
10139,λαλουμένη,λαλουμένη,2980,,
10140,ξενίζοντα,ξενίζοντα,3579,,
10141,εἰσφέρεις,εἰσφέρεις,1533,,
10142,βουλόμεθα,βουλόμεθα,1014,,
10143,ἀθηναῖοι,ἀθηναῖοι,117,,
10144,ξένοι,ξένοι,3581,,
10145,καινότερον,καινότερον,2537,,
10146,ἀρείου,ἀρείου,697,,
10147,πάγου,πάγου,697,,
10148,δεισιδαιμονεστέρους,δεισιδαιμονεστέρους,1174,,
10149,ἀναθεωρῶν,ἀναθεωρῶν,333,,
10150,σεβάσματα,σεβάσματα,4574,,
10151,βωμόν,βωμόν,1041,,
10152,ἐπεγέγραπτο,ἐπεγέγραπτο,1924,,
10153,ἀγνώστῳ,ἀγνώστῳ,57,,
10154,ἀγνοοῦντες,ἀγνοοῦντες,50,,
10155,εὐσεβεῖτε,εὐσεβεῖτε,2151,,
10156,θεραπεύεται,θεραπεύεται,2323,,
10157,προσδεόμενός,προσδεόμενός,4326,,
10158,πνοήν,πνοήν,4157,,
10159,κατοικεῖν,κατοικεῖν,2730,,
10160,ὁρίσας,ὁρίσας,3724,,
10161,προστεταγμένους,προστεταγμένους,4367,,
10162,ὁροθεσίας,ὁροθεσίας,3734,,
10163,κατοικίας,κατοικίας,2733,,
10164,ψηλαφήσειαν,ψηλαφήσειαν,5584,,
10165,εὕροιεν,εὕροιεν,2147,,
10166,ἑκάστου,ἑκάστου,1538,,
10167,ζῶμεν,ζῶμεν,2198,,
10168,κινούμεθα,κινούμεθα,2795,,
10169,ποιητῶν,ποιητῶν,4163,,
10170,εἰρήκασιν,εἰρήκασιν,2046,,
10171,νομίζειν,νομίζειν,3543,,
10172,ἀργύρῳ,ἀργύρῳ,696,,
10173,χαράγματι,χαράγματι,5480,,
10174,τέχνης,τέχνης,5078,,
10175,ἐνθυμήσεως,ἐνθυμήσεως,1761,,
10176,ὅμοιον,ὅμοιον,3664,,
10177,ἀγνοίας,ἀγνοίας,52,,
10178,ὑπεριδών,ὑπεριδών,5237,,
10179,παραγγέλλει,παραγγέλλει,3853,,
10180,μετανοεῖν,μετανοεῖν,3340,,
10181,ὥρισεν,ὥρισεν,3724,,
10182,παρασχών,παρασχών,3930,,
10183,ἐχλεύαζον,ἐχλεύαζον,5512,,
10184,ἀκουσόμεθά,ἀκουσόμεθά,191,,
10185,κολληθέντες,κολληθέντες,2853,,
10186,διονύσιος,διονύσιος,1354,,
10187,ἀρεοπαγίτης,ἀρεοπαγίτης,698,,
10188,δάμαρις,δάμαρις,1152,,
10189,χωρισθείς,χωρισθείς,5563,,
10190,κόρινθον,κόρινθον,2882,,
10191,ἀκύλαν,ἀκύλαν,207,,
10192,ποντικόν,ποντικόν,4193,,
10193,προσφάτως,προσφάτως,4373,,
10194,ἐληλυθότα,ἐληλυθότα,2064,,
10195,ἰταλίας,ἰταλίας,2482,,
10196,πρίσκιλλαν,πρίσκιλλαν,4252,,
10197,τεταχέναι,τεταχέναι,5021,,
10198,κλαύδιον,κλαύδιον,2804,,
10199,ῥώμης,ῥώμης,4516,,
10200,ὁμότεχνον,ὁμότεχνον,3673,,
10201,εἰργάζετο,εἰργάζετο,2038,,
10202,σκηνοποιοί,σκηνοποιοί,4635,,
10203,τέχνην,τέχνην,5078,,
10204,ἔπειθέν,ἔπειθέν,3982,,
10205,συνείχετο,συνείχετο,4912,,
10206,διαμαρτυρόμενος,διαμαρτυρόμενος,1263,,
10207,ἀντιτασσομένων,ἀντιτασσομένων,498,,
10208,βλασφημούντων,βλασφημούντων,987,,
10209,ἐκτιναξάμενος,ἐκτιναξάμενος,1621,,
10210,ἰούστου,ἰούστου,2459,,
10211,σεβομένου,σεβομένου,4576,,
10212,συνομοροῦσα,συνομοροῦσα,4927,,
10213,κρίσπος,κρίσπος,2921,,
10214,κορινθίων,κορινθίων,2881,,
10215,λάλει,λάλει,2980,,
10216,σιωπήσῃς,σιωπήσῃς,4623,,
10217,ἐπιθήσεταί,ἐπιθήσεταί,2007,,
10218,γαλλίωνος,γαλλίωνος,1058,,
10219,ἀνθυπατεύοντος,ἀνθυπατεύοντος,445,,
10220,ἀχαΐας,ἀχαΐας,882,,
10221,κατεπέστησαν,κατεπέστησαν,2721,,
10222,ἀναπείθει,ἀναπείθει,374,,
10223,σέβεσθαι,σέβεσθαι,4576,,
10224,μέλλοντος,μέλλοντος,3195,,
10225,γαλλίων,γαλλίων,1058,,
10226,ἀδίκημά,ἀδίκημά,92,,
10227,ῥᾳδιούργημα,ῥᾳδιούργημα,4467,,
10228,ἠνεσχόμην,ἠνεσχόμην,430,,
10229,ζήτημά,ζήτημά,2213,,
10230,βούλομαι,βούλομαι,1014,,
10231,ἀπήλασεν,ἀπήλασεν,556,,
10232,σωσθένην,σωσθένην,4988,,
10233,ἀρχισυνάγωγον,ἀρχισυνάγωγον,752,,
10234,γαλλίωνι,γαλλίωνι,1058,,
10235,προσμείνας,προσμείνας,4357,,
10236,ἐξέπλει,ἐξέπλει,1602,,
10237,πρίσκιλλα,πρίσκιλλα,4252,,
10238,ἀκύλας,ἀκύλας,207,,
10239,κειράμενος,κειράμενος,2751,,
10240,κεγχρεαῖς,κεγχρεαῖς,2747,,
10241,εὐχήν,εὐχήν,2171,,
10242,ἔφεσον,ἔφεσον,2181,,
10243,κατέλιπεν,κατέλιπεν,2641,,
10244,διελέχθη,διελέχθη,1256,,
10245,ἐρωτώντων,ἐρωτώντων,2065,,
10246,ἐπένευσεν,ἐπένευσεν,1962,,
10247,ἀπετάξατο,ἀπετάξατο,657,,
10248,ἐρχομένην,ἐρχομένην,2064,,
10249,ἀνακάμψω,ἀνακάμψω,344,,
10250,θέλοντος,θέλοντος,2309,,
10251,ἐφέσου,ἐφέσου,2181,,
10252,ἀσπασάμενος,ἀσπασάμενος,782,,
10253,ἀπολλώς,ἀπολλώς,625,,
10254,ἀλεξανδρεύς,ἀλεξανδρεύς,221,,
10255,λόγιος,λόγιος,3052,,
10256,κατηχημένος,κατηχημένος,2727,,
10257,ζέων,ζέων,2204,,
10258,ἐπιστάμενος,ἐπιστάμενος,1987,,
10259,παρρησιάζεσθαι,παρρησιάζεσθαι,3955,,
10260,προσελάβοντο,προσελάβοντο,4355,,
10261,ἀκριβέστερον,ἀκριβέστερον,199,,
10262,ἐξέθεντο,ἐξέθεντο,1620,,
10263,βουλομένου,βουλομένου,1014,,
10264,ἀχαΐαν,ἀχαΐαν,882,,
10265,προτρεψάμενοι,προτρεψάμενοι,4389,,
10266,ἔγραψαν,ἔγραψαν,1125,,
10267,ἀποδέξασθαι,ἀποδέξασθαι,588,,
10268,συνεβάλετο,συνεβάλετο,4820,,
10269,πεπιστευκόσιν,πεπιστευκόσιν,4100,,
10270,διακατηλέγχετο,διακατηλέγχετο,1246,,
10271,ἐπιδεικνύς,ἐπιδεικνύς,1925,,
10272,ἀπολλώ,ἀπολλώ,625,,
10273,κορίνθῳ,κορίνθῳ,2882,,
10274,διελθόντα,διελθόντα,1330,,
10275,ἀνωτερικά,ἀνωτερικά,510,,
10276,ἅγιόν,ἅγιόν,40,,
10277,ἐβαπτίσθητε,ἐβαπτίσθητε,907,,
10278,ἐπιθέντος,ἐπιθέντος,2007,,
10279,προεφήτευον,προεφήτευον,4395,,
10280,δεκαδύο,δεκαδύο,1177,,
10281,ἐπαρρησιάζετο,ἐπαρρησιάζετο,3955,,
10282,διαλεγόμενος,διαλεγόμενος,1256,,
10283,πείθων,πείθων,3982,,
10284,ἐσκληρύνοντο,ἐσκληρύνοντο,4645,,
10285,ἠπείθουν,ἠπείθουν,544,,
10286,κακολογοῦντες,κακολογοῦντες,2551,,
10287,ἀποστάς,ἀποστάς,868,,
10288,ἀφώρισεν,ἀφώρισεν,873,,
10289,σχολῇ,σχολῇ,4981,,
10290,τυράννου,τυράννου,5181,,
10291,τυχούσας,τυχούσας,5177,,
10292,ἐπιφέρεσθαι,ἐπιφέρεσθαι,2018,,
10293,χρωτός,χρωτός,5559,,
10294,σουδάρια,σουδάρια,4676,,
10295,σιμικίνθια,σιμικίνθια,4612,,
10296,ἀπαλλάσσεσθαι,ἀπαλλάσσεσθαι,525,,
10297,ἐξέρχεσθαι,ἐξέρχεσθαι,1831,,
10298,περιερχομένων,περιερχομένων,4022,,
10299,ἐξορκιστῶν,ἐξορκιστῶν,1845,,
10300,ὀνομάζειν,ὀνομάζειν,3687,,
10301,ὁρκίζομεν,ὁρκίζομεν,3726,,
10302,κηρύσσει,κηρύσσει,2784,,
10303,σκευᾶ,σκευᾶ,4630,,
10304,ἀποκριθέν,ἀποκριθέν,611,,
10305,ἐφαλλόμενος,ἐφαλλόμενος,2177,,
10306,κατακυριεύσαν,κατακυριεύσαν,2634,,
10307,γυμνούς,γυμνούς,1131,,
10308,τετραυματισμένους,τετραυματισμένους,5135,,
10309,ἕλλησιν,ἕλλησιν,1672,,
10310,ἐμεγαλύνετο,ἐμεγαλύνετο,3170,,
10311,πεπιστευκότων,πεπιστευκότων,4100,,
10312,ἀναγγέλλοντες,ἀναγγέλλοντες,312,,
10313,πράξεις,πράξεις,4234,,
10314,περίεργα,περίεργα,4021,,
10315,πραξάντων,πραξάντων,4238,,
10316,συνενέγκαντες,συνενέγκαντες,4851,,
10317,βίβλους,βίβλους,976,,
10318,κατέκαιον,κατέκαιον,2618,,
10319,συνεψήφισαν,συνεψήφισαν,4860,,
10320,μυριάδας,μυριάδας,3461,,
10321,ῥώμην,ῥώμην,4516,,
10322,διακονούντων,διακονούντων,1247,,
10323,ἔραστον,ἔραστον,2037,,
10324,ἐπέσχεν,ἐπέσχεν,1907,,
10325,δημήτριος,δημήτριος,1216,,
10326,ἀργυροκόπος,ἀργυροκόπος,695,,
10327,ναούς,ναούς,3485,,
10328,ἀργυροῦς,ἀργυροῦς,693,,
10329,ἀρτέμιδος,ἀρτέμιδος,735,,
10330,παρείχετο,παρείχετο,3930,,
10331,τεχνίταις,τεχνίταις,5079,,
10332,ὀλίγην,ὀλίγην,3641,,
10333,συναθροίσας,συναθροίσας,4867,,
10334,εὐπορία,εὐπορία,2142,,
10335,πείσας,πείσας,3982,,
10336,μετέστησεν,μετέστησεν,3179,,
10337,γινόμενοι,γινόμενοι,1096,,
10338,κινδυνεύει,κινδυνεύει,2793,,
10339,ἀπελεγμόν,ἀπελεγμόν,557,,
10340,θεᾶς,θεᾶς,2299,,
10341,οὐθέν,οὐθέν,3762,,
10342,λογισθῆναι,λογισθῆναι,3049,,
10343,καθαιρεῖσθαι,καθαιρεῖσθαι,2507,,
10344,μεγαλειότητα,μεγαλειότητα,3168,,
10345,ἀσία,ἀσία,773,,
10346,οἰκουμένη,οἰκουμένη,3625,,
10347,σέβεται,σέβεται,4576,,
10348,ἄρτεμις,ἄρτεμις,735,,
10349,ἐφεσίων,ἐφεσίων,2180,,
10350,συγχύσεως,συγχύσεως,4799,,
10351,ὥρμησάν,ὥρμησάν,3729,,
10352,θέατρον,θέατρον,2302,,
10353,συναρπάσαντες,συναρπάσαντες,4884,,
10354,γάϊον,γάϊον,1050,,
10355,ἀρίσταρχον,ἀρίσταρχον,708,,
10356,μακεδόνας,μακεδόνας,3110,,
10357,συνεκδήμους,συνεκδήμους,4898,,
10358,εἴων,εἴων,1439,,
10359,ἀσιαρχῶν,ἀσιαρχῶν,775,,
10360,πέμψαντες,πέμψαντες,3992,,
10361,ἐκκλησία,ἐκκλησία,1577,,
10362,συγκεχυμένη,συγκεχυμένη,4797,,
10363,συνεληλύθεισαν,συνεληλύθεισαν,4905,,
10364,προεβίβασαν,προεβίβασαν,4264,,
10365,προβαλόντων,προβαλόντων,4261,,
10366,ἀλέξανδρος,ἀλέξανδρος,223,,
10367,ἀπολογεῖσθαι,ἀπολογεῖσθαι,626,,
10368,δήμῳ,δήμῳ,1218,,
10369,κραζόντων,κραζόντων,2896,,
10370,καταστείλας,καταστείλας,2687,,
10371,ἐφέσιοι,ἐφέσιοι,2180,,
10372,νεωκόρον,νεωκόρον,3511,,
10373,διοπετοῦς,διοπετοῦς,1356,,
10374,ἀναντιρρήτων,ἀναντιρρήτων,368,,
10375,δέον,δέον,1163,,
10376,κατεσταλμένους,κατεσταλμένους,2687,,
10377,ὑπάρχειν,ὑπάρχειν,5225,,
10378,προπετές,προπετές,4312,,
10379,ἱεροσύλους,ἱεροσύλους,2417,,
10380,βλασφημοῦντας,βλασφημοῦντας,987,,
10381,τεχνῖται,τεχνῖται,5079,,
10382,ἀγοραῖοι,ἀγοραῖοι,60,,
10383,ἄγονται,ἄγονται,71,,
10384,ἀνθύπατοί,ἀνθύπατοί,446,,
10385,ἐγκαλείτωσαν,ἐγκαλείτωσαν,1458,,
10386,ἐπιζητεῖτε,ἐπιζητεῖτε,1934,,
10387,ἐννόμῳ,ἐννόμῳ,1772,,
10388,ἐπιλυθήσεται,ἐπιλυθήσεται,1956,,
10389,κινδυνεύομεν,κινδυνεύομεν,2793,,
10390,ἐγκαλεῖσθαι,ἐγκαλεῖσθαι,1458,,
10391,μηδενός,μηδενός,3367,,
10392,αἰτίου,αἰτίου,159,,
10393,δυνησόμεθα,δυνησόμεθα,1410,,
10394,συστροφῆς,συστροφῆς,4963,,
10395,παύσασθαι,παύσασθαι,3973,,
10396,ἐκεῖνα,ἐκεῖνα,1565,,
10397,παρακαλέσας,παρακαλέσας,3870,,
10398,ἑλλάδα,ἑλλάδα,1671,,
10399,ἐπιβουλῆς,ἐπιβουλῆς,1917,,
10400,ἀνάγεσθαι,ἀνάγεσθαι,321,,
10401,γνώμη,γνώμη,1106,,
10402,συνείπετο,συνείπετο,4902,,
10403,σώπατρος,σώπατρος,4986,,
10404,βεροιαῖος,βεροιαῖος,961,,
10405,θεσσαλονικέων,θεσσαλονικέων,2331,,
10406,ἀρίσταρχος,ἀρίσταρχος,708,,
10407,σεκοῦνδος,σεκοῦνδος,4580,,
10408,γάϊος,γάϊος,1050,,
10409,δερβαῖος,δερβαῖος,1190,,
10410,ἀσιανοί,ἀσιανοί,774,,
10411,τυχικός,τυχικός,5190,,
10412,τρόφιμος,τρόφιμος,5161,,
10413,ἔμενον,ἔμενον,3306,,
10414,τρῳάδι,τρῳάδι,5174,,
10415,ἐξεπλεύσαμεν,ἐξεπλεύσαμεν,1602,,
10416,φιλίππων,φιλίππων,5375,,
10417,διετρίψαμεν,διετρίψαμεν,1304,,
10418,κλάσαι,κλάσαι,2806,,
10419,ἐξιέναι,ἐξιέναι,1826,,
10420,παρέτεινέν,παρέτεινέν,3905,,
10421,νεανίας,νεανίας,3494,,
10422,εὔτυχος,εὔτυχος,2161,,
10423,θυρίδος,θυρίδος,2376,,
10424,καταφερόμενος,καταφερόμενος,2702,,
10425,βαθεῖ,βαθεῖ,901,,
10426,διαλεγομένου,διαλεγομένου,1256,,
10427,κατενεχθείς,κατενεχθείς,2702,,
10428,τριστέγου,τριστέγου,5152,,
10429,συμπεριλαβών,συμπεριλαβών,4843,,
10430,ὁμιλήσας,ὁμιλήσας,3656,,
10431,αὐγῆς,αὐγῆς,827,,
10432,παρεκλήθησαν,παρεκλήθησαν,3870,,
10433,μετρίως,μετρίως,3357,,
10434,ἀνήχθημεν,ἀνήχθημεν,321,,
10435,ἄσσον,ἄσσον,789,,
10436,μέλλοντες,μέλλοντες,3195,,
10437,ἀναλαμβάνειν,ἀναλαμβάνειν,353,,
10438,διατεταγμένος,διατεταγμένος,1299,,
10439,πεζεύειν,πεζεύειν,3978,,
10440,συνέβαλεν,συνέβαλεν,4820,,
10441,ἀναλαβόντες,ἀναλαβόντες,353,,
10442,μιτυλήνην,μιτυλήνην,3412,,
10443,ἀποπλεύσαντες,ἀποπλεύσαντες,636,,
10444,κατηντήσαμεν,κατηντήσαμεν,2658,,
10445,ἀντικρύ,ἀντικρύ,481,,
10446,χίου,χίου,5508,,
10447,παρεβάλομεν,παρεβάλομεν,3846,,
10448,σάμον,σάμον,4544,,
10449,μείναντες,μείναντες,3306,,
10450,τρωγυλλίῳ,τρωγυλλίῳ,5175,,
10451,μίλητον,μίλητον,3399,,
10452,ἔκρινεν,ἔκρινεν,2919,,
10453,παραπλεῦσαι,παραπλεῦσαι,3896,,
10454,χρονοτριβῆσαι,χρονοτριβῆσαι,5551,,
10455,ἔσπευδεν,ἔσπευδεν,4692,,
10456,μιλήτου,μιλήτου,3399,,
10457,ἐπέβην,ἐπέβην,1910,,
10458,ἐγενόμην,ἐγενόμην,1096,,
10459,δουλεύων,δουλεύων,1398,,
10460,ταπεινοφροσύνης,ταπεινοφροσύνης,5012,,
10461,πειρασμῶν,πειρασμῶν,3986,,
10462,συμβάντων,συμβάντων,4819,,
10463,ἐπιβουλαῖς,ἐπιβουλαῖς,1917,,
10464,ὑπεστειλάμην,ὑπεστειλάμην,5288,,
10465,συμφερόντων,συμφερόντων,4851,,
10466,ἀναγγεῖλαι,ἀναγγεῖλαι,312,,
10467,συναντήσοντά,συναντήσοντά,4876,,
10468,διαμαρτύρεται,διαμαρτύρεται,1263,,
10469,λέγον,λέγον,3004,,
10470,θλίψεις,θλίψεις,2347,,
10471,μένουσιν,μένουσιν,3306,,
10472,ποιοῦμαι,ποιοῦμαι,4160,,
10473,τιμίαν,τιμίαν,5093,,
10474,ἐμαυτῷ,ἐμαυτῷ,1683,,
10475,τελειῶσαι,τελειῶσαι,5048,,
10476,μαρτύρομαι,μαρτύρομαι,3143,,
10477,ποιμνίῳ,ποιμνίῳ,4168,,
10478,ἐπισκόπους,ἐπισκόπους,1985,,
10479,ποιμαίνειν,ποιμαίνειν,4165,,
10480,περιεποιήσατο,περιεποιήσατο,4046,,
10481,ἄφιξίν,ἄφιξίν,867,,
10482,βαρεῖς,βαρεῖς,926,,
10483,φειδόμενοι,φειδόμενοι,5339,,
10484,ποιμνίου,ποιμνίου,4168,,
10485,διεστραμμένα,διεστραμμένα,1294,,
10486,ἀποσπᾷν,ἀποσπᾷν,645,,
10487,μνημονεύοντες,μνημονεύοντες,3421,,
10488,τριετίαν,τριετίαν,5148,,
10489,ἐπαυσάμην,ἐπαυσάμην,3973,,
10490,νουθετῶν,νουθετῶν,3560,,
10491,παρατίθεμαι,παρατίθεμαι,3908,,
10492,δυναμένῳ,δυναμένῳ,1410,,
10493,ἐποικοδομῆσαι,ἐποικοδομῆσαι,2026,,
10494,ἡγιασμένοις,ἡγιασμένοις,37,,
10495,χρυσίου,χρυσίου,5553,,
10496,ἱματισμοῦ,ἱματισμοῦ,2441,,
10497,χρείαις,χρείαις,5532,,
10498,ὑπηρέτησαν,ὑπηρέτησαν,5256,,
10499,χεῖρες,χεῖρες,5495,,
10500,αὗται,αὗται,3778,,
10501,ὑπέδειξα,ὑπέδειξα,5263,,
10502,κοπιῶντας,κοπιῶντας,2872,,
10503,ἀντιλαμβάνεσθαι,ἀντιλαμβάνεσθαι,482,,
10504,μνημονεύειν,μνημονεύειν,3421,,
10505,μακάριόν,μακάριόν,3107,,
10506,ἐπιπεσόντες,ἐπιπεσόντες,1968,,
10507,κατεφίλουν,κατεφίλουν,2705,,
10508,μάλιστα,μάλιστα,3122,,
10509,προέπεμπον,προέπεμπον,4311,,
10510,ἀναχθῆναι,ἀναχθῆναι,321,,
10511,ἀποσπασθέντας,ἀποσπασθέντας,645,,
10512,εὐθυδρομήσαντες,εὐθυδρομήσαντες,2113,,
10513,κῶν,κῶν,2972,,
10514,ῥόδον,ῥόδον,4499,,
10515,πάταρα,πάταρα,3959,,
10516,διαπερῶν,διαπερῶν,1276,,
10517,ἐπιβάντες,ἐπιβάντες,1910,,
10518,ἀναφανέντες,ἀναφανέντες,398,,
10519,καταλιπόντες,καταλιπόντες,2641,,
10520,εὐώνυμον,εὐώνυμον,2176,,
10521,ἐπλέομεν,ἐπλέομεν,4126,,
10522,κατήχθημεν,κατήχθημεν,2609,,
10523,ἐκεῖσε,ἐκεῖσε,1566,,
10524,ἀποφορτιζόμενον,ἀποφορτιζόμενον,670,,
10525,γόμον,γόμον,1117,,
10526,ἀνευρόντες,ἀνευρόντες,429,,
10527,ἐπεμείναμεν,ἐπεμείναμεν,1961,,
10528,ἐξαρτίσαι,ἐξαρτίσαι,1822,,
10529,ἐπορευόμεθα,ἐπορευόμεθα,4198,,
10530,προπεμπόντων,προπεμπόντων,4311,,
10531,θέντες,θέντες,5087,,
10532,προσηυξάμεθα,προσηυξάμεθα,4336,,
10533,ἀσπασάμενοι,ἀσπασάμενοι,782,,
10534,ἐπέβημεν,ἐπέβημεν,1910,,
10535,πλοῦν,πλοῦν,4144,,
10536,διανύσαντες,διανύσαντες,1274,,
10537,πτολεμαΐδα,πτολεμαΐδα,4424,,
10538,ἐμείναμεν,ἐμείναμεν,3306,,
10539,εὐαγγελιστοῦ,εὐαγγελιστοῦ,2099,,
10540,τέσσαρες,τέσσαρες,5064,,
10541,προφητεύουσαι,προφητεύουσαι,4395,,
10542,ἐπιμενόντων,ἐπιμενόντων,1961,,
10543,κατῆλθέν,κατῆλθέν,2718,,
10544,δήσας,δήσας,1210,,
10545,ζώνη,ζώνη,2223,,
10546,δήσουσιν,δήσουσιν,1210,,
10547,παρεκαλοῦμεν,παρεκαλοῦμεν,3870,,
10548,ἐντόπιοι,ἐντόπιοι,1786,,
10549,συνθρύπτοντές,συνθρύπτοντές,4919,,
10550,δεθῆναι,δεθῆναι,1210,,
10551,ἑτοίμως,ἑτοίμως,2093,,
10552,πειθομένου,πειθομένου,3982,,
10553,ἡσυχάσαμεν,ἡσυχάσαμεν,2270,,
10554,ἐπισκευασάμενοι,ἐπισκευασάμενοι,643,,
10555,ἀνεβαίνομεν,ἀνεβαίνομεν,305,,
10556,ἄγοντες,ἄγοντες,71,,
10557,ξενισθῶμεν,ξενισθῶμεν,3579,,
10558,μνάσωνί,μνάσωνί,3416,,
10559,κυπρίῳ,κυπρίῳ,2953,,
10560,ἀρχαίῳ,ἀρχαίῳ,744,,
10561,εἰσῄει,εἰσῄει,1524,,
10562,ἐξηγεῖτο,ἐξηγεῖτο,1834,,
10563,θεωρεῖς,θεωρεῖς,2334,,
10564,πόσαι,πόσαι,4214,,
10565,μυριάδες,μυριάδες,3461,,
10566,ζηλωταί,ζηλωταί,2207,,
10567,κατηχήθησαν,κατηχήθησαν,2727,,
10568,ἀποστασίαν,ἀποστασίαν,646,,
10569,ἔθεσιν,ἔθεσιν,1485,,
10570,ἁγνίσθητι,ἁγνίσθητι,48,,
10571,δαπάνησον,δαπάνησον,1159,,
10572,ξυρήσωνται,ξυρήσωνται,3587,,
10573,κατήχηνται,κατήχηνται,2727,,
10574,στοιχεῖς,στοιχεῖς,4748,,
10575,φυλάσσων,φυλάσσων,5442,,
10576,ἐπεστείλαμεν,ἐπεστείλαμεν,1989,,
10577,φυλάσσεσθαι,φυλάσσεσθαι,5442,,
10578,εἰδωλόθυτον,εἰδωλόθυτον,1494,,
10579,πνικτόν,πνικτόν,4156,,
10580,πορνείαν,πορνείαν,4202,,
10581,ἁγνισθείς,ἁγνισθείς,48,,
10582,διαγγέλλων,διαγγέλλων,1229,,
10583,ἐκπλήρωσιν,ἐκπλήρωσιν,1604,,
10584,ἁγνισμοῦ,ἁγνισμοῦ,49,,
10585,προσφορά,προσφορά,4376,,
10586,συνέχεον,συνέχεον,4797,,
10587,βοηθεῖτε,βοηθεῖτε,997,,
10588,κεκοίνωκεν,κεκοίνωκεν,2840,,
10589,τρόφιμον,τρόφιμον,5161,,
10590,ἐφέσιον,ἐφέσιον,2180,,
10591,ἐνόμιζον,ἐνόμιζον,3543,,
10592,ἐκινήθη,ἐκινήθη,2795,,
10593,συνδρομή,συνδρομή,4890,,
10594,εἷλκον,εἷλκον,1670,,
10595,ἐκλείσθησαν,ἐκλείσθησαν,2808,,
10596,ζητούντων,ζητούντων,2212,,
10597,φάσις,φάσις,5334,,
10598,χιλιάρχῳ,χιλιάρχῳ,5506,,
10599,συγκέχυται,συγκέχυται,4797,,
10600,ἑκατοντάρχους,ἑκατοντάρχους,1543,,
10601,κατέδραμεν,κατέδραμεν,2701,,
10602,χιλίαρχον,χιλίαρχον,5506,,
10603,πεποιηκώς,πεποιηκώς,4160,,
10604,ἐβόων,ἐβόων,994,,
10605,ἀσφαλές,ἀσφαλές,804,,
10606,ἄγεσθαι,ἄγεσθαι,71,,
10607,παρεμβολήν,παρεμβολήν,3925,,
10608,ἀναβαθμούς,ἀναβαθμούς,304,,
10609,συνέβη,συνέβη,4819,,
10610,βαστάζεσθαι,βαστάζεσθαι,941,,
10611,βίαν,βίαν,970,,
10612,κρᾶζον,κρᾶζον,2896,,
10613,εἰσάγεσθαι,εἰσάγεσθαι,1521,,
10614,αἰγύπτιος,αἰγύπτιος,124,,
10615,ἀναστατώσας,ἀναστατώσας,387,,
10616,σικαρίων,σικαρίων,4607,,
10617,ταρσεύς,ταρσεύς,5018,,
10618,ἀσήμου,ἀσήμου,767,,
10619,πολίτης,πολίτης,4177,,
10620,δέομαι,δέομαι,1189,,
10621,ἐπιτρέψαντος,ἐπιτρέψαντος,2010,,
10622,ἀναβαθμῶν,ἀναβαθμῶν,304,,
10623,κατέσεισεν,κατέσεισεν,2678,,
10624,σιγῆς,σιγῆς,4602,,
10625,προσεφώνει,προσεφώνει,4377,,
10626,ἑβραΐδι,ἑβραΐδι,1446,,
10627,νυνί,νυνί,3570,,
10628,ἀπολογίας,ἀπολογίας,627,,
10629,παρέσχον,παρέσχον,3930,,
10630,ἡσυχίαν,ἡσυχίαν,2271,,
10631,ταρσῷ,ταρσῷ,5019,,
10632,ἀνατεθραμμένος,ἀνατεθραμμένος,397,,
10633,πεπαιδευμένος,πεπαιδευμένος,3811,,
10634,ἀκρίβειαν,ἀκρίβειαν,195,,
10635,πατρῴου,πατρῴου,3971,,
10636,ἐδίωξα,ἐδίωξα,1377,,
10637,δεσμεύων,δεσμεύων,1195,,
10638,ἐπορευόμην,ἐπορευόμην,4198,,
10639,ἄξων,ἄξων,71,,
10640,τιμωρηθῶσιν,τιμωρηθῶσιν,5097,,
10641,πορευομένῳ,πορευομένῳ,4198,,
10642,ἐγγίζοντι,ἐγγίζοντι,1448,,
10643,περιαστράψαι,περιαστράψαι,4015,,
10644,ἔπεσά,ἔπεσά,4098,,
10645,ἔδαφος,ἔδαφος,1475,,
10646,ἀπεκρίθην,ἀπεκρίθην,611,,
10647,λαλοῦντός,λαλοῦντός,2980,,
10648,τέτακταί,τέτακταί,5021,,
10649,ἐνέβλεπον,ἐνέβλεπον,1689,,
10650,χειραγωγούμενος,χειραγωγούμενος,5496,,
10651,συνόντων,συνόντων,4895,,
10652,μαρτυρούμενος,μαρτυρούμενος,3140,,
10653,κατοικούντων,κατοικούντων,2730,,
10654,προεχειρίσατό,προεχειρίσατό,4400,,
10655,μάρτυς,μάρτυς,3144,,
10656,ἤκουσας,ἤκουσας,191,,
10657,βάπτισαι,βάπτισαι,907,,
10658,ἀπόλουσαι,ἀπόλουσαι,628,,
10659,ἐπικαλεσάμενος,ἐπικαλεσάμενος,1941,,
10660,ὑποστρέψαντι,ὑποστρέψαντι,5290,,
10661,λέγοντά,λέγοντά,3004,,
10662,σπεῦσον,σπεῦσον,4692,,
10663,παραδέξονταί,παραδέξονταί,3858,,
10664,ἐπίστανται,ἐπίστανται,1987,,
10665,φυλακίζων,φυλακίζων,5439,,
10666,δέρων,δέρων,1194,,
10667,πιστεύοντας,πιστεύοντας,4100,,
10668,ἐξεχεῖτο,ἐξεχεῖτο,1632,,
