id,parsed_id,word,simplified_word,unicode,count
112305,23000,TI/NAS,tinas,τίνας,1
112306,112306,PARAGGELI/AS,paraggelias,παραγγελίας,2
112307,112307,E)DW/KAMEN,edwkamen,ἐδώκαμεν,1
112320,92504,A(GIASMO\S,agiasmos,ἁγιασμὸς,1
112335,112335,A(GIASMW=|,agiasmw,ἁγιασμῷ,5
112340,112340,PA/QEI,paqei,πάθει,1
112348,112348,EI)DO/TA,eidota,εἰδότα,1
112353,112353,U(PERBAI/NEIN,uperbainein,ὑπερβαίνειν,1
112355,112355,PLEONEKTEI=N,pleonektein,πλεονεκτεῖν,1
112371,112371,PROEI/POMEN,proeipomen,προείπομεν,1
112374,112374,DIEMARTURA/MEQA,diemarturameqa,διεμαρτυράμεθα,1
112386,112386,*TOIGAROU=N,toigaroun,Τοιγαροῦν,2
112408,112408,FILADELFI/AS,filadelfias,φιλαδελφίας,1
112417,112417,QEODI/DAKTOI/,qeodidaktoi,θεοδίδακτοί,1
112436,93372,*PARAKALOU=MEN,parakaloumen,Παρακαλοῦμεν,2
112443,112443,FILOTIMEI=SQAI,filotimeisqai,φιλοτιμεῖσθαι,1
112444,112444,H(SUXA/ZEIN,hsuxazein,ἡσυχάζειν,1
112459,112459,PERIPATH=TE,peripathte,περιπατῆτε,2
112479,112479,LUPH=SQE,luphsqe,λυπῆσθε,1
112501,112501,KOIMHQE/NTAS,koimhqentas,κοιμηθέντας,2
112505,112505,A)/CEI,acei,ἄξει,1
112520,112520,PERILEIPO/MENOI,perileipomenoi,περιλειπόμενοι,2
112523,112523,PAROUSI/AN,parousian,παρουσίαν,3
112528,112528,FQA/SWMEN,fqaswmen,φθάσωμεν,1
112536,112536,KELEU/SMATI,keleusmati,κελεύσματι,1
112539,112539,A)RXAGGE/LOU,arxaggelou,ἀρχαγγέλου,1
112563,112563,A(RPAGHSO/MEQA,arpaghsomeqa,ἁρπαγησόμεθα,1
112579,112579,PARAKALEI=TE,parakaleite,παρακαλεῖτε,3
112597,112597,GRA/FESQAI,grafesqai,γράφεσθαι,1
112617,69090,A)SFA/LEIA,asfaleia,ἀσφάλεια,1
112621,112621,E)FI/STATAI,efistatai,ἐφίσταται,1
112622,112622,O)/LEQROS,oleqros,ὄλεθρος,1
112625,112625,W)DI\N,wdin,ὠδὶν,1
112629,112629,E)XOU/SH|,exoush,ἐχούσῃ,1
112633,112633,E)KFU/GWSIN,ekfugwsin,ἐκφύγωσιν,1
112664,112664,KAQEU/DWMEN,kaqeudwmen,καθεύδωμεν,2
112670,112670,GRHGORW=MEN,grhgorwmen,γρηγορῶμεν,2
112672,112672,NH/FWMEN,nhfwmen,νήφωμεν,2
112675,112675,KAQEU/DONTES,kaqeudontes,καθεύδοντες,1
112677,112677,KAQEU/DOUSIN,kaqeudousin,καθεύδουσιν,1
112680,112680,MEQUSKO/MENOI,mequskomenoi,μεθυσκόμενοι,1
112707,112707,PERIPOI/HSIN,peripoihsin,περιποίησιν,4
112716,112716,A)POQANO/NTOS,apoqanontos,ἀποθανόντος,1
112727,112727,ZH/SWMEN,zhswmen,ζήσωμεν,5
112739,112281,*)ERWTW=MEN,erwtwmen,Ἐρωτῶμεν,2
112749,112749,PROI+STAME/NOUS,proistamenous,προϊσταμένους,1
112754,112754,NOUQETOU=NTAS,nouqetountas,νουθετοῦντας,1
112757,112757,H(GEI=SQAI,hgeisqai,ἡγεῖσθαι,1
112767,25169,*EI)RHNEU/ETE,eirhneuete,Εἰρηνεύετε,1
112774,112774,NOUQETEI=TE,nouqeteite,νουθετεῖτε,2
112776,112776,A)TA/KTOUS,ataktous,ἀτάκτους,1
112777,112777,PARAMUQEI=SQE,paramuqeisqe,παραμυθεῖσθε,1
112779,112779,O)LIGOYU/XOUS,oligoyuxous,ὀλιγοψύχους,1
112780,112780,A)NTE/XESQE,antexesqe,ἀντέχεσθε,1
112783,112783,MAKROQUMEI=TE,makroqumeite,μακροθυμεῖτε,1
112798,97143,DIW/KETE,diwkete,διώκετε,2
112811,112811,EU)XARISTEI=TE,euxaristeite,εὐχαριστεῖτε,1
112824,112824,SBE/NNUTE,sbennute,σβέννυτε,1
112825,112825,PROFHTEI/AS,profhteias,προφητείας,10
112827,112827,E)COUQENEI=TE,ecouqeneite,ἐξουθενεῖτε,1
112838,112838,A)PE/XESQE,apexesqe,ἀπέχεσθε,1
112845,112845,A(GIA/SAI,agiasai,ἁγιάσαι,1
112847,112847,O(LOTELEI=S,oloteleis,ὁλοτελεῖς,1
112849,112849,O(LO/KLHRON,oloklhron,ὁλόκληρον,1
112868,112868,THRHQEI/H,thrhqeih,τηρηθείη,1
112871,112871,KALW=N,kalwn,καλῶν,7
112891,112891,A)NAGNWSQH=NAI,anagnwsqhnai,ἀναγνωσθῆναι,1
112936,112936,*EU)XARISTEI=N,euxaristein,Εὐχαριστεῖν,1
112945,1034,A)/CIO/N,acion,ἄξιόν,1
112948,112948,U(PERAUCA/NEI,uperaucanei,ὑπεραυξάνει,1
112953,112953,PLEONA/ZEI,pleonazei,πλεονάζει,1
112989,112989,E)/NDEIGMA,endeigma,ἔνδειγμα,1
112991,112991,DIKAI/AS,dikaias,δικαίας,1
112997,112997,KATACIWQH=NAI,kataciwqhnai,καταξιωθῆναι,1
113006,113006,PA/SXETE,pasxete,πάσχετε,1
113013,113013,QLI/BOUSIN,qlibousin,θλίβουσιν,1
113019,113019,QLIBOME/NOIS,qlibomenois,θλιβομένοις,2
113037,113037,FLOGO/S,flogos,φλογός,1
113038,113038,DIDO/NTOS,didontos,διδόντος,2
113042,113042,EI)DO/SIN,eidosin,εἰδόσιν,1
113056,113056,TI/SOUSIN,tisousin,τίσουσιν,1
113072,113072,E)NDOCASQH=NAI,endocasqhnai,ἐνδοξασθῆναι,1
113078,113078,QAUMASQH=NAI,qaumasqhnai,θαυμασθῆναι,1
113084,113084,E)PISTEU/QH,episteuqh,ἐπιστεύθη,2
113097,113097,PROSEUXO/MEQA,proseuxomeqa,προσευχόμεθα,1
113103,113103,A)CIW/SH|,aciwsh,ἀξιώσῃ,1
113120,113120,E)NDOCASQH=|,endocasqh,ἐνδοξασθῇ,1
113157,113157,E)PISUNAGWGH=S,episunagwghs,ἐπισυναγωγῆς,1
113170,113170,QROEI=SQAI,qroeisqai,θροεῖσθαι,1
113179,113179,E)PISTOLH=S,epistolhs,ἐπιστολῆς,3
113185,113185,E)NE/STHKEN,enesthken,ἐνέστηκεν,1
113193,113193,E)CAPATH/SH|,ecapathsh,ἐξαπατήσῃ,1
113202,113202,A)POSTASI/A,apostasia,ἀποστασία,1
113215,113215,A)NTIKEI/MENOS,antikeimenos,ἀντικείμενος,1
113217,113217,U(PERAIRO/MENOS,uperairomenos,ὑπεραιρόμενος,1
113223,113223,SE/BASMA,sebasma,σέβασμα,1
113234,113234,A)PODEIKNU/NTA,apodeiknunta,ἀποδεικνύντα,1
113252,113252,KATE/XON,katexon,κατέχον,1
113271,113271,KATE/XWN,katexwn,κατέχων,1
113285,113285,A)NALW/SEI,analwsei,ἀναλώσει,1
113294,113294,E)PIFANEI/A|,epifaneia,ἐπιφανείᾳ,1
113313,113313,YEU/DOUS,yeudous,ψεύδους,1
113317,7488,A)PA/TH|,apath,ἀπάτῃ,2
113351,113351,KRIQW=SIN,kriqwsin,κριθῶσιν,2
113359,113359,EU)DOKH/SANTES,eudokhsantes,εὐδοκήσαντες,1
113366,112936,EU)XARISTEI=N,euxaristein,εὐχαριστεῖν,1
113377,113377,EI(/LETO,eileto,εἵλετο,1
113415,113415,A(\S,as,ἃς,2
113443,113443,AI)WNI/AN,aiwnian,αἰωνίαν,2
113473,113473,TRE/XH|,trexh,τρέχῃ,1
113475,113475,DOCA/ZHTAI,docazhtai,δοξάζηται,2
113482,113482,R(USQW=MEN,rusqwmen,ῥυσθῶμεν,1
113485,113485,A)TO/PWN,atopwn,ἀτόπων,1
113500,113500,STHRI/CEI,sthricei,στηρίξει,2
113507,113507,*PEPOI/QAMEN,pepoiqamen,Πεποίθαμεν,1
113515,113515,PARAGGE/LLOMEN,paraggellomen,παραγγέλλομεν,2
113539,113515,*PARAGGE/LLOMEN,paraggellomen,Παραγγέλλομεν,1
113550,113550,STE/LLESQAI,stellesqai,στέλλεσθαι,1
113555,113555,A)TA/KTWS,ataktws,ἀτάκτως,2
113571,113571,MIMEI=SQAI,mimeisqai,μιμεῖσθαι,2
113575,113575,H)TAKTH/SAMEN,htakthsamen,ἠτακτήσαμεν,1
113581,42094,E)FA/GOMEN,efagomen,ἐφάγομεν,1
113621,113621,PARHGGE/LLOMEN,parhggellomen,παρηγγέλλομεν,1
113631,66758,*)AKOU/OMEN,akouomen,Ἀκούομεν,1
113639,113639,E)RGAZOME/NOUS,ergazomenous,ἐργαζομένους,1
113641,113641,PERIERGAZOME/NOUS,periergazomenous,περιεργαζομένους,1
113656,113656,H(SUXI/AS,hsuxias,ἡσυχίας,1
113666,113666,E)KKAKH/SHTE,ekkakhshte,ἐκκακήσητε,1
113667,113667,KALOPOIOU=NTES,kalopoiountes,καλοποιοῦντες,1
113672,113672,U(PAKOU/EI,upakouei,ὑπακούει,1
113680,113680,SHMEIOU=SQE,shmeiousqe,σημειοῦσθε,1
113683,113683,SUNANAMI/GNUSQE,sunanamignusqe,συναναμίγνυσθε,1
113686,113686,E)NTRAPH=|,entraph,ἐντραπῇ,2
113690,2415,E)XQRO\N,exqron,ἐχθρὸν,1
113691,113691,H(GEI=SQE,hgeisqe,ἡγεῖσθε,2
113748,113748,SWTH=ROS,swthros,σωτῆρος,14
113757,113757,*TIMOQE/W|,timoqew,Τιμοθέῳ,2
113758,113758,GNHSI/W|,gnhsiw,γνησίῳ,2
113759,113759,TE/KNW|,teknw,τέκνῳ,3
113776,84555,PAREKA/LESA/,parekalesa,παρεκάλεσά,1
113778,113778,PROSMEI=NAI,prosmeinai,προσμεῖναι,1
113785,113785,PARAGGEI/LH|S,paraggeilhs,παραγγείλῃς,1
113786,102175,TISI\N,tisin,τισὶν,2
113788,113788,E(TERODIDASKALEI=N,eterodidaskalein,ἑτεροδιδασκαλεῖν,1
113791,113791,MU/QOIS,muqois,μύθοις,3
113793,113793,GENEALOGI/AIS,genealogiais,γενεαλογίαις,1
113794,113794,A)PERA/NTOIS,aperantois,ἀπεράντοις,1
113796,113796,ZHTH/SEIS,zhthseis,ζητήσεις,4
113797,113797,PARE/XOUSIN,parexousin,παρέχουσιν,1
113813,113813,KAQARA=S,kaqaras,καθαρᾶς,3
113817,113817,A)GAQH=S,agaqhs,ἀγαθῆς,2
113820,113820,A)NUPOKRI/TOU,anupokritou,ἀνυποκρίτου,2
113823,113823,A)STOXH/SANTES,astoxhsantes,ἀστοχήσαντες,1
113824,113824,E)CETRA/PHSAN,ecetraphsan,ἐξετράπησαν,2
113826,113826,MATAIOLOGI/AN,mataiologian,ματαιολογίαν,1
113831,113831,NOOU=NTES,noountes,νοοῦντες,1
113838,113838,DIABEBAIOU=NTAI,diabebaiountai,διαβεβαιοῦνται,1
113848,113848,NOMI/MWS,nomimws,νομίμως,2
113849,113849,XRH=TAI,xrhtai,χρῆται,1
113860,113860,A)NUPOTA/KTOIS,anupotaktois,ἀνυποτάκτοις,1
113861,113861,A)SEBE/SIN,asebesin,ἀσεβέσιν,1
113864,113864,A)NOSI/OIS,anosiois,ἀνοσίοις,1
113866,113866,BEBH/LOIS,bebhlois,βεβήλοις,1
113867,113867,PATROLW/|AIS,patrolwais,πατρολῴαις,1
113869,113869,MHTROLW/|AIS,mhtrolwais,μητρολῴαις,1
113870,113870,A)NDROFO/NOIS,androfonois,ἀνδροφόνοις,1
113872,113872,A)RSENOKOI/TAIS,arsenokoitais,ἀρσενοκοίταις,1
113873,113873,A)NDRAPODISTAI=S,andrapodistais,ἀνδραποδισταῖς,1
113874,113874,YEU/STAIS,yeustais,ψεύσταις,1
113875,113875,E)PIO/RKOIS,epiorkois,ἐπιόρκοις,1
113881,113881,U(GIAINOU/SH|,ugiainoush,ὑγιαινούσῃ,3
113890,113890,MAKARI/OU,makariou,μακαρίου,1
113893,113893,E)PISTEU/QHN,episteuqhn,ἐπιστεύθην,2
113899,113899,E)NDUNAMW/SANTI/,endunamwsanti,ἐνδυναμώσαντί,1
113907,93431,PISTO/N,piston,πιστόν,1
113916,113916,BLA/SFHMON,blasfhmon,βλάσφημον,2
113918,113918,DIW/KTHN,diwkthn,διώκτην,1
113920,113920,U(BRISTH/N,ubristhn,ὑβριστήν,1
113922,113922,H)LEH/QHN,hlehqhn,ἠλεήθην,2
113928,113928,U(PEREPLEO/NASEN,uperepleonasen,ὑπερεπλεόνασεν,1
113948,113948,A)PODOXH=S,apodoxhs,ἀποδοχῆς,2
113978,113978,U(POTU/PWSIN,upotupwsin,ὑποτύπωσιν,1
113992,113992,A)FQA/RTW|,afqartw,ἀφθάρτῳ,2
113993,113993,A)ORA/TW|,aoratw,ἀοράτῳ,1
114009,79649,PARATI/QEMAI/,paratiqemai,παρατίθεμαί,1
114012,114012,*TIMO/QEE,timoqee,Τιμόθεε,2
114015,114015,PROAGOU/SAS,proagousas,προαγούσας,1
114020,114020,STRATEU/H|,strateuh,στρατεύῃ,1
114025,114025,STRATEI/AN,strateian,στρατείαν,1
114033,114033,A)PWSA/MENOI,apwsamenoi,ἀπωσάμενοι,1
114037,114037,E)NAUA/GHSAN,enauaghsan,ἐναυάγησαν,1
114040,114040,*(UME/NAIOS,umenaios,Ὑμέναιος,2
114048,114048,PAIDEUQW=SIN,paideuqwsin,παιδευθῶσιν,1
114055,114055,POIEI=SQAI,poieisqai,ποιεῖσθαι,3
114057,114057,PROSEUXA/S,proseuxas,προσευχάς,2
114058,114058,E)NTEU/CEIS,enteuceis,ἐντεύξεις,1
114069,114069,U(PEROXH=|,uperoxh,ὑπεροχῇ,1
114072,114072,H)/REMON,hremon,ἤρεμον,1
114074,114074,H(SU/XION,hsuxion,ἡσύχιον,1
114076,114076,DIA/GWMEN,diagwmen,διάγωμεν,1
114081,114081,SEMNO/THTI,semnothti,σεμνότητι,1
114086,114086,A)PO/DEKTON,apodekton,ἀπόδεκτον,2
114117,114117,A)NTI/LUTRON,antilutron,ἀντίλυτρον,1
114126,114126,E)TE/QHN,eteqhn,ἐτέθην,2
114128,114128,KH=RUC,khruc,κῆρυξ,2
114143,78063,*BOU/LOMAI,boulomai,Βούλομαι,2
114151,114151,E)PAI/RONTAS,epairontas,ἐπαίροντας,1
114152,114152,O(SI/OUS,osious,ὁσίους,1
114157,114157,DIALOGISMOU=,dialogismou,διαλογισμοῦ,1
114163,114163,KATASTOLH=|,katastolh,καταστολῇ,1
114164,114164,KOSMI/W|,kosmiw,κοσμίῳ,1
114166,114166,AI)DOU=S,aidous,αἰδοῦς,2
114169,114169,KOSMEI=N,kosmein,κοσμεῖν,1
114173,114173,PLE/GMASIN,plegmasin,πλέγμασιν,1
114177,114177,MARGARI/TAIS,margaritais,μαργαρίταις,3
114180,114180,POLUTELEI=,polutelei,πολυτελεῖ,1
114185,114185,E)PAGGELLOME/NAIS,epaggellomenais,ἐπαγγελλομέναις,1
114186,114186,QEOSE/BEIAN,qeosebeian,θεοσέβειαν,1
114192,114192,H(SUXI/A|,hsuxia,ἡσυχίᾳ,2
114193,114193,MANQANE/TW,manqanetw,μανθανέτω,1
114197,11225,*GUNAIKI\,gunaiki,Γυναικὶ,1
114201,114201,E)PITRE/PW,epitrepw,ἐπιτρέπω,1
114203,114203,AU)QENTEI=N,auqentein,αὐθεντεῖν,1
114212,114212,E)PLA/SQH,eplasqh,ἐπλάσθη,1
114214,114214,*EU)/A,eua,Εὔα,1
114218,114218,H)PATH/QH,hpathqh,ἠπατήθη,1
114222,114222,A)PATHQEI=SA,apathqeisa,ἀπατηθεῖσα,1
114224,114224,PARABA/SEI,parabasei,παραβάσει,1
114230,114230,TEKNOGONI/AS,teknogonias,τεκνογονίας,1
114247,114247,O)RE/GETAI,oregetai,ὀρέγεται,1
114254,114254,E)PI/SKOPON,episkopon,ἐπίσκοπον,3
114255,114255,A)NEPI/LHPTON,anepilhpton,ἀνεπίληπτον,2
114260,114260,NHFA/LEON,nhfaleon,νηφάλεον,1
114261,114261,SW/FRONA,swfrona,σώφρονα,2
114262,114262,KO/SMION,kosmion,κόσμιον,1
114263,114263,FILO/CENON,filocenon,φιλόξενον,2
114264,114264,DIDAKTIKO/N,didaktikon,διδακτικόν,2
114266,114266,PA/ROINON,paroinon,πάροινον,2
114268,114268,PLH/KTHN,plhkthn,πλήκτην,2
114270,114270,AI)SXROKERDH=,aisxrokerdh,αἰσχροκερδῆ,2
114272,114272,E)PIEIKH=,epieikh,ἐπιεικῆ,1
114273,114273,A)/MAXON,amaxon,ἄμαχον,1
114274,114274,A)FILA/RGURON,afilarguron,ἀφιλάργυρον,1
114279,114279,PROI+STA/MENON,proistamenon,προϊστάμενον,1
114286,114286,SEMNO/THTOS,semnothtos,σεμνότητος,1
114293,114293,PROSTH=NAI,prosthnai,προστῆναι,1
114299,114299,E)PIMELH/SETAI,epimelhsetai,ἐπιμελήσεται,1
114301,114301,NEO/FUTON,neofuton,νεόφυτον,1
114304,114304,TUFWQEI\S,tufwqeis,τυφωθεὶς,1
114323,114323,O)NEIDISMO\N,oneidismon,ὀνειδισμὸν,3
114329,99802,*DIAKO/NOUS,diakonous,Διακόνους,1
114331,114331,SEMNOU/S,semnous,σεμνούς,2
114333,114333,DILO/GOUS,dilogous,διλόγους,1
114337,114337,PROSE/XONTAS,prosexontas,προσέχοντας,1
114339,114339,AI)SXROKERDEI=S,aisxrokerdeis,αἰσχροκερδεῖς,1
114351,114351,DOKIMAZE/SQWSAN,dokimazesqwsan,δοκιμαζέσθωσαν,1
114354,114354,DIAKONEI/TWSAN,diakoneitwsan,διακονείτωσαν,1
114355,114355,A)NE/GKLHTOI,anegklhtoi,ἀνέγκλητοι,1
114357,11273,*GUNAI=KAS,gunaikas,Γυναῖκας,1
114359,114359,SEMNA/S,semnas,σεμνάς,1
114361,114361,DIABO/LOUS,diabolous,διαβόλους,2
114362,114362,NHFALE/OUS,nhfaleous,νηφαλέους,2
114363,114363,PISTA\S,pistas,πιστὰς,1
114367,41158,E)/STWSAN,estwsan,ἔστωσαν,1
114373,114373,PROI+STA/MENOI,proistamenoi,προϊστάμενοι,1
114377,114377,OI)/KWN,oikwn,οἴκων,1
114381,114381,DIAKONH/SANTES,diakonhsantes,διακονήσαντες,2
114382,114382,BAQMO\N,baqmon,βαθμὸν,1
114385,114385,PERIPOIOU=NTAI,peripoiountai,περιποιοῦνται,1
114395,321,*TAU=TA/,tauta,Ταῦτά,2
114405,114405,BRADU/NW,bradunw,βραδύνω,1
114407,114407,EI)DH=|S,eidhs,εἰδῇς,1
114413,114413,A)NASTRE/FESQAI,anastrefesqai,ἀναστρέφεσθαι,2
114419,114419,STU/LOS,stulos,στύλος,1
114421,114421,E(DRAI/WMA,edraiwma,ἑδραίωμα,1
114425,114425,O(MOLOGOUME/NWS,omologoumenws,ὁμολογουμένως,1
114430,114430,EU)SEBEI/AS,eusebeias,εὐσεβείας,2
114441,114441,E)KHRU/XQH,ekhruxqh,ἐκηρύχθη,1
114453,114453,R(HTW=S,rhtws,ῥητῶς,1
114457,114457,U(STE/ROIS,usterois,ὑστέροις,1
114459,114459,A)POSTH/SONTAI/,aposthsontai,ἀποστήσονταί,1
114463,114463,PROSE/XONTES,prosexontes,προσέχοντες,3
114465,114465,PLA/NOIS,planois,πλάνοις,1
114467,114467,DIDASKALI/AIS,didaskaliais,διδασκαλίαις,1
114471,114471,YEUDOLO/GWN,yeudologwn,ψευδολόγων,1
114472,114472,KEKAUTHRIASME/NWN,kekauthriasmenwn,κεκαυτηριασμένων,1
114477,114477,GAMEI=N,gamein,γαμεῖν,3
114479,114479,BRWMA/TWN,brwmatwn,βρωμάτων,1
114485,114485,META/LHYIN,metalhyin,μετάληψιν,1
114491,114491,E)PEGNWKO/SIN,epegnwkosin,ἐπεγνωκόσιν,1
114496,114496,KTI/SMA,ktisma,κτίσμα,2
114501,114501,A)PO/BLHTON,apoblhton,ἀπόβλητον,1
114504,114504,LAMBANO/MENON,lambanomenon,λαμβανόμενον,1
114505,114505,A(GIA/ZETAI,agiazetai,ἁγιάζεται,1
114511,114511,E)NTEU/CEWS,enteucews,ἐντεύξεως,1
114513,114513,U(POTIQE/MENOS,upotiqemenos,ὑποτιθέμενος,1
114521,114521,E)NTREFO/MENOS,entrefomenos,ἐντρεφόμενος,1
114528,114528,KALH=S,kalhs,καλῆς,2
114531,114531,PARHKOLOU/QHKAS,parhkolouqhkas,παρηκολούθηκας,1
114534,114534,BEBH/LOUS,bebhlous,βεβήλους,3
114536,114536,GRAW/DEIS,grawdeis,γραώδεις,1
114537,114537,MU/QOUS,muqous,μύθους,2
114538,114538,PARAITOU=,paraitou,παραιτοῦ,4
114539,114539,*GU/MNAZE,gumnaze,Γύμναζε,1
114543,114543,EU)SE/BEIAN,eusebeian,εὐσέβειαν,7
114546,114546,SWMATIKH\,swmatikh,σωματικὴ,1
114547,114547,GUMNASI/A,gumnasia,γυμνασία,1
114551,114551,W)FE/LIMOS,wfelimos,ὠφέλιμος,2
114554,67713,EU)SE/BEIA,eusebeia,εὐσέβεια,2
114557,114551,W)FE/LIMO/S,wfelimos,ὠφέλιμός,1
114580,114580,O)NEIDIZO/MEQA,oneidizomeqa,ὀνειδιζόμεθα,1
114592,114592,PISTW=N,pistwn,πιστῶν,2
114593,114593,*PARA/GGELLE,paraggelle,Παράγγελλε,1
114596,114596,DI/DASKE,didaske,δίδασκε,2
114597,4844,*MHDEI/S,mhdeis,Μηδείς,2
114601,114601,KATAFRONEI/TW,katafroneitw,καταφρονείτω,1
114610,114610,A)NASTROFH=|,anastrofh,ἀναστροφῇ,2
114618,114618,A(GNEI/A|,agneia,ἁγνείᾳ,2
114621,114621,PRO/SEXE,prosexe,πρόσεχε,1
114629,114629,A)ME/LEI,amelei,ἀμέλει,1
114633,114633,XARI/SMATOS,xarismatos,χαρίσματος,1
114644,114644,PRESBUTERI/OU,presbuteriou,πρεσβυτερίου,1
114646,114646,MELE/TA,meleta,μελέτα,1
114653,114653,PROKOPH\,prokoph,προκοπὴ,1
114658,114658,*)/EPEXE,epexe,Ἔπεχε,1
114663,114663,*)EPI/MENE,epimene,Ἐπίμενε,1
114675,114675,*PRESBUTE/RW|,presbuterw,Πρεσβυτέρῳ,1
114677,114677,E)PIPLH/CH|S,epiplhchs,ἐπιπλήξῃς,1
114679,114679,PARAKA/LEI,parakalei,παρακάλει,4
114682,114682,NEWTE/ROUS,newterous,νεωτέρους,2
114685,114685,PRESBUTE/RAS,presbuteras,πρεσβυτέρας,1
114688,114688,NEWTE/RAS,newteras,νεωτέρας,2
114694,72327,*XH/RAS,xhras,Χήρας,1
114705,114705,E)/KGONA,ekgona,ἔκγονα,1
114707,114707,MANQANE/TWSAN,manqanetwsan,μανθανέτωσαν,1
114712,114712,EU)SEBEI=N,eusebein,εὐσεβεῖν,1
114714,114714,A)MOIBA\S,amoibas,ἀμοιβὰς,1
114715,114715,A)PODIDO/NAI,apodidonai,ἀποδιδόναι,1
114717,114717,PROGO/NOIS,progonois,προγόνοις,1
114730,114730,MEMONWME/NH,memonwmenh,μεμονωμένη,1
114731,114731,H)/LPIKEN,hlpiken,ἤλπικεν,1
114736,114736,PROSME/NEI,prosmenei,προσμένει,1
114747,114747,SPATALW=SA,spatalwsa,σπαταλῶσα,1
114748,114748,ZW=SA,zwsa,ζῶσα,2
114752,114593,PARA/GGELLE,paraggelle,παράγγελλε,2
114754,114754,A)NEPI/LHPTOI,anepilhptoi,ἀνεπίληπτοι,1
114764,114764,OI)KEI/WN,oikeiwn,οἰκείων,1
114766,114766,PRONOEI=,pronoei,προνοεῖ,1
114769,114769,H)/RNHTAI,hrnhtai,ἤρνηται,1
114774,27453,*XH/RA,xhra,Χήρα,1
114775,114775,KATALEGE/SQW,katalegesqw,καταλεγέσθω,1
114777,114777,E)/LATTON,elatton,ἔλαττον,2
114780,114780,GEGONUI=A,gegonuia,γεγονυῖα,1
114789,114789,E)TEKNOTRO/FHSEN,eteknotrofhsen,ἐτεκνοτρόφησεν,1
114791,114791,E)CENODO/XHSEN,ecenodoxhsen,ἐξενοδόχησεν,1
114798,114798,E)PH/RKESEN,ephrkesen,ἐπήρκεσεν,1
114803,114803,E)PHKOLOU/QHSEN,ephkolouqhsen,ἐπηκολούθησεν,1
114804,114688,*NEWTE/RAS,newteras,Νεωτέρας,1
114810,114810,KATASTRHNIA/SWSIN,katastrhniaswsin,καταστρηνιάσωσιν,1
114815,114815,E)/XOUSAI,exousai,ἔχουσαι,3
114822,7625,*(/AMA,ama,Ἅμα,2
114825,114825,A)RGAI\,argai,ἀργαὶ,1
114826,114826,MANQA/NOUSIN,manqanousin,μανθάνουσιν,1
114827,114827,PERIERXO/MENAI,perierxomenai,περιερχόμεναι,1
114833,114825,A)RGAI/,argai,ἀργαί,2
114836,114836,FLU/AROI,fluaroi,φλύαροι,1
114838,114838,PERI/ERGOI,periergoi,περίεργοι,1
114839,114839,LALOU=SAI,lalousai,λαλοῦσαι,1
114842,114842,DE/ONTA,deonta,δέοντα,1
114847,114847,TEKNOGONEI=N,teknogonein,τεκνογονεῖν,1
114848,114848,OI)KODESPOTEI=N,oikodespotein,οἰκοδεσποτεῖν,1
114853,114853,A)NTIKEIME/NW|,antikeimenw,ἀντικειμένῳ,1
114854,114854,LOIDORI/AS,loidorias,λοιδορίας,2
114867,114867,PISTH\,pisth,πιστὴ,1
114870,114870,E)PARKEI/TW,eparkeitw,ἐπαρκείτω,1
114874,114874,BAREI/SQW,bareisqw,βαρείσθω,1
114881,114881,E)PARKE/SH|,eparkesh,ἐπαρκέσῃ,1
114884,114884,PROESTW=TES,proestwtes,προεστῶτες,1
114886,114886,DIPLH=S,diplhs,διπλῆς,1
114888,114888,A)CIOU/SQWSAN,aciousqwsan,ἀξιούσθωσαν,1
114900,41896,*BOU=N,boun,Βοῦν,1
114905,5116,*)/ACIOS,acios,Ἄξιος,3
114912,114912,PRESBUTE/ROU,presbuterou,πρεσβυτέρου,1
114915,114915,PARADE/XOU,paradexou,παραδέχου,1
114925,114925,A(MARTA/NONTAS,amartanontas,ἁμαρτάνοντας,1
114928,114928,E)/LEGXE,elegxe,ἔλεγχε,3
114935,114935,*DIAMARTU/ROMAI,diamarturomai,Διαμαρτύρομαι,2
114949,114949,FULA/CH|S,fulachs,φυλάξῃς,1
114951,114951,PROKRI/MATOS,prokrimatos,προκρίματος,1
114955,114955,PRO/SKLHSIN,prosklhsin,πρόσκλησιν,1
114956,8794,*XEI=RAS,xeiras,Χεῖρας,1
114959,114959,E)PITI/QEI,epitiqei,ἐπιτίθει,1
114961,114961,KOINW/NEI,koinwnei,κοινώνει,1
114963,114963,A)LLOTRI/AIS,allotriais,ἀλλοτρίαις,1
114965,114965,A(GNO\N,agnon,ἁγνὸν,1
114966,57477,TH/REI,threi,τήρει,2
114968,114968,U(DROPO/TEI,udropotei,ὑδροπότει,1
114972,114972,XRW=,xrw,χρῶ,1
114975,114975,STO/MAXO/N,stomaxon,στόμαχόν,1
114979,114979,PUKNA/S,puknas,πυκνάς,1
114982,10384,*TINW=N,tinwn,Τινῶν,1
114986,114986,PRO/DHLOI/,prodhloi,πρόδηλοί,1
114988,114988,PROA/GOUSAI,proagousai,προάγουσαι,1
114994,114994,E)PAKOLOUQOU=SIN,epakolouqousin,ἐπακολουθοῦσιν,1
115000,115000,PRO/DHLA/,prodhla,πρόδηλά,1
115004,115004,A)/LLWS,allws,ἄλλως,1
115016,115016,DESPO/TAS,despotas,δεσπότας,2
115020,115020,H(GEI/SQWSAN,hgeisqwsan,ἡγείσθωσαν,1
