word,book,chapter,verse,word_index,disputed_betacode_alt
E)CE/BALLON,MAR,6,13,3,
KAI\,MAR,6,13,4,
H)/LEIFON,MAR,6,13,5,
E)LAI/W|,MAR,6,13,6,
POLLOU\S,MAR,6,13,7,
A)RRW/STOUS,MAR,6,13,8,
KAI\,MAR,6,13,9,
E)QERA/PEUON,MAR,6,13,10,
*KAI\,MAR,6,14,0,
H)/KOUSEN,MAR,6,14,1,
O(,MAR,6,14,2,
BASILEU\S,MAR,6,14,3,
*(HRW/|DHS,MAR,6,14,4,
FANERO\N,MAR,6,14,5,
GA\R,MAR,6,14,6,
E)GE/NETO,MAR,6,14,7,
TO\,MAR,6,14,8,
O)/NOMA,MAR,6,14,9,
AU)TOU=,MAR,6,14,10,
KAI\,MAR,6,14,11,
E)/LEGEN,MAR,6,14,12,
O(/TI,MAR,6,14,13,
*)IWA/NNHS,MAR,6,14,14,
O(,MAR,6,14,15,
BAPTI/ZWN,MAR,6,14,16,
E)K,MAR,6,14,17,
NEKRW=N,MAR,6,14,18,
H)GE/RQH,MAR,6,14,19,
KAI\,MAR,6,14,20,
DIA\,MAR,6,14,21,
TOU=TO,MAR,6,14,22,
E)NERGOU=SIN,MAR,6,14,23,
AI(,MAR,6,14,24,
DUNA/MEIS,MAR,6,14,25,
E)N,MAR,6,14,26,
AU)TW=|,MAR,6,14,27,
*)/ALLOI,MAR,6,15,0,
E)/LEGON,MAR,6,15,1,
O(/TI,MAR,6,15,2,
*)HLI/AS,MAR,6,15,3,
E)STI/N,MAR,6,15,4,
A)/LLOI,MAR,6,15,5,
DE\,MAR,6,15,6,
E)/LEGON,MAR,6,15,7,
O(/TI,MAR,6,15,8,
*PROFH/THS,MAR,6,15,9,
E)STI/N,MAR,6,15,10,
W(S,MAR,6,15,11,
EI(=S,MAR,6,15,12,
TW=N,MAR,6,15,13,
PROFHTW=N,MAR,6,15,14,
*)AKOU/SAS,MAR,6,16,0,
DE\,MAR,6,16,1,
*(HRW/|DHS,MAR,6,16,2,
EI)=PEN,MAR,6,16,3,
O(/TI,MAR,6,16,4,
*(\ON,MAR,6,16,5,
E)GW\,MAR,6,16,6,
A)PEKEFA/LISA,MAR,6,16,7,
*)IWA/NNHN,MAR,6,16,8,
OU(=TO/S,MAR,6,16,9,
E)STIN,MAR,6,16,10,
AU)TO\S,MAR,6,16,11,
H)GE/RQH,MAR,6,16,12,
E)K,MAR,6,16,13,
NEKRW=N,MAR,6,16,14,
*AU)TO\S,MAR,6,17,0,
GA\R,MAR,6,17,1,
O(,MAR,6,17,2,
*(HRW/|DHS,MAR,6,17,3,
A)POSTEI/LAS,MAR,6,17,4,
E)KRA/THSEN,MAR,6,17,5,
TO\N,MAR,6,17,6,
*)IWA/NNHN,MAR,6,17,7,
KAI\,MAR,6,17,8,
E)/DHSEN,MAR,6,17,9,
AU)TO\N,MAR,6,17,10,
E)N,MAR,6,17,11,
FULAKH=|,MAR,6,17,12,
DIA\,MAR,6,17,13,
*(HRW|DIA/DA,MAR,6,17,14,
TH\N,MAR,6,17,15,
GUNAI=KA,MAR,6,17,16,
*FILI/PPOU,MAR,6,17,17,
TOU=,MAR,6,17,18,
A)DELFOU=,MAR,6,17,19,
AU)TOU=,MAR,6,17,20,
O(/TI,MAR,6,17,21,
AU)TH\N,MAR,6,17,22,
E)GA/MHSEN,MAR,6,17,23,
*)/ELEGEN,MAR,6,18,0,
GA\R,MAR,6,18,1,
O(,MAR,6,18,2,
*)IWA/NNHS,MAR,6,18,3,
TW=|,MAR,6,18,4,
*(HRW/|DH|,MAR,6,18,5,
O(/TI,MAR,6,18,6,
*OU)K,MAR,6,18,7,
E)/CESTI/N,MAR,6,18,8,
SOI,MAR,6,18,9,
E)/XEIN,MAR,6,18,10,
TH\N,MAR,6,18,11,
GUNAI=KA,MAR,6,18,12,
TOU=,MAR,6,18,13,
A)DELFOU=,MAR,6,18,14,
SOU,MAR,6,18,15,
*(H,MAR,6,19,0,
DE\,MAR,6,19,1,
*(HRW|DIA\S,MAR,6,19,2,
E)NEI=XEN,MAR,6,19,3,
AU)TW=|,MAR,6,19,4,
KAI\,MAR,6,19,5,
H)/QELEN,MAR,6,19,6,
AU)TO\N,MAR,6,19,7,
A)POKTEI=NAI,MAR,6,19,8,
KAI\,MAR,6,19,9,
OU)K,MAR,6,19,10,
H)DU/NATO,MAR,6,19,11,
O(,MAR,6,20,0,
GA\R,MAR,6,20,1,
*(HRW/|DHS,MAR,6,20,2,
E)FOBEI=TO,MAR,6,20,3,
TO\N,MAR,6,20,4,
*)IWA/NNHN,MAR,6,20,5,
EI)DW\S,MAR,6,20,6,
AU)TO\N,MAR,6,20,7,
A)/NDRA,MAR,6,20,8,
DI/KAION,MAR,6,20,9,
KAI\,MAR,6,20,10,
A(/GION,MAR,6,20,11,
KAI\,MAR,6,20,12,
SUNETH/REI,MAR,6,20,13,
AU)TO/N,MAR,6,20,14,
KAI\,MAR,6,20,15,
A)KOU/SAS,MAR,6,20,16,
AU)TOU=,MAR,6,20,17,
POLLA\,MAR,6,20,18,
E)POI/EI,MAR,6,20,19,
KAI\,MAR,6,20,20,
H(DE/WS,MAR,6,20,21,
AU)TOU=,MAR,6,20,22,
H)/KOUEN,MAR,6,20,23,
*KAI\,MAR,6,21,0,
GENOME/NHS,MAR,6,21,1,
H(ME/RAS,MAR,6,21,2,
EU)KAI/ROU,MAR,6,21,3,
O(/TE,MAR,6,21,4,
*(HRW/|DHS,MAR,6,21,5,
TOI=S,MAR,6,21,6,
GENESI/OIS,MAR,6,21,7,
AU)TOU=,MAR,6,21,8,
DEI=PNON,MAR,6,21,9,
E)POI/EI,MAR,6,21,10,
TOI=S,MAR,6,21,11,
MEGISTA=SIN,MAR,6,21,12,
AU)TOU=,MAR,6,21,13,
KAI\,MAR,6,21,14,
TOI=S,MAR,6,21,15,
XILIA/RXOIS,MAR,6,21,16,
KAI\,MAR,6,21,17,
TOI=S,MAR,6,21,18,
PRW/TOIS,MAR,6,21,19,
TH=S,MAR,6,21,20,
*GALILAI/AS,MAR,6,21,21,
KAI\,MAR,6,22,0,
EI)SELQOU/SHS,MAR,6,22,1,
TH=S,MAR,6,22,2,
QUGATRO\S,MAR,6,22,3,
AU)TH=S,MAR,6,22,4,
TH=S,MAR,6,22,5,
*(HRW|DIA/DOS,MAR,6,22,6,
KAI\,MAR,6,22,7,
O)RXHSAME/NHS,MAR,6,22,8,
KAI\,MAR,6,22,9,
A)RESA/SHS,MAR,6,22,10,
TW=|,MAR,6,22,11,
*(HRW/|DH|,MAR,6,22,12,
KAI\,MAR,6,22,13,
TOI=S,MAR,6,22,14,
SUNANAKEIME/NOIS,MAR,6,22,15,
EI)=PEN,MAR,6,22,16,
O(,MAR,6,22,17,
BASILEU\S,MAR,6,22,18,
TW=|,MAR,6,22,19,
KORASI/W|,MAR,6,22,20,
*AI)/THSO/N,MAR,6,22,21,
ME,MAR,6,22,22,
O(\,MAR,6,22,23,
E)A\N,MAR,6,22,24,
QE/LH|S,MAR,6,22,25,
KAI\,MAR,6,22,26,
DW/SW,MAR,6,22,27,
SOI/,MAR,6,22,28,
KAI\,MAR,6,23,0,
W)/MOSEN,MAR,6,23,1,
AU)TH=|,MAR,6,23,2,
O(/TI,MAR,6,23,3,
*(\O,MAR,6,23,4,
E)A/N,MAR,6,23,5,
ME,MAR,6,23,6,
AI)TH/SH|S,MAR,6,23,7,
DW/SW,MAR,6,23,8,
SOI/,MAR,6,23,9,
E(/WS,MAR,6,23,10,
H(MI/SOUS,MAR,6,23,11,
TH=S,MAR,6,23,12,
BASILEI/AS,MAR,6,23,13,
MOU,MAR,6,23,14,
*(H,MAR,6,24,0,
DE\,MAR,6,24,1,
E)CELQOU=SA,MAR,6,24,2,
EI)=PEN,MAR,6,24,3,
TH=|,MAR,6,24,4,
MHTRI\,MAR,6,24,5,
AU)TH=S,MAR,6,24,6,
*TI/,MAR,6,24,7,
AI)TH/SOMAI,MAR,6,24,8,
*(H,MAR,6,24,9,
DE\,MAR,6,24,10,
EI)=PEN,MAR,6,24,11,
*TH\N,MAR,6,24,12,
KEFALH\N,MAR,6,24,13,
*)IWA/NNOU,MAR,6,24,14,
TOU=,MAR,6,24,15,
BAPTISTOU=,MAR,6,24,16,
*KAI\,MAR,6,25,0,
EI)SELQOU=SA,MAR,6,25,1,
EU)QE/WS,MAR,6,25,2,
META\,MAR,6,25,3,
SPOUDH=S,MAR,6,25,4,
PRO\S,MAR,6,25,5,
TO\N,MAR,6,25,6,
BASILE/A,MAR,6,25,7,
H)|TH/SATO,MAR,6,25,8,
LE/GOUSA,MAR,6,25,9,
*QE/LW,MAR,6,25,10,
I(/NA,MAR,6,25,11,
MOI,MAR,6,25,12,
DW=|S,MAR,6,25,13,
E)CAUTH=S,MAR,6,25,14,
E)PI\,MAR,6,25,15,
PI/NAKI,MAR,6,25,16,
TH\N,MAR,6,25,17,
KEFALH\N,MAR,6,25,18,
*)IWA/NNOU,MAR,6,25,19,
TOU=,MAR,6,25,20,
BAPTISTOU=,MAR,6,25,21,
*KAI\,MAR,6,26,0,
PERI/LUPOS,MAR,6,26,1,
GENO/MENOS,MAR,6,26,2,
O(,MAR,6,26,3,
BASILEU/S,MAR,6,26,4,
DIA\,MAR,6,26,5,
TOU\S,MAR,6,26,6,
O(/RKOUS,MAR,6,26,7,
KAI\,MAR,6,26,8,
TOU\S,MAR,6,26,9,
SUNANAKEIME/NOUS,MAR,6,26,10,
OU)K,MAR,6,26,11,
H)QE/LHSEN,MAR,6,26,12,
AU)TH\N,MAR,6,26,13,
A)QETH=SAI,MAR,6,26,14,
*KAI\,MAR,6,27,0,
EU)QE/WS,MAR,6,27,1,
A)POSTEI/LAS,MAR,6,27,2,
O(,MAR,6,27,3,
BASILEU\S,MAR,6,27,4,
SPEKOULA/TORA,MAR,6,27,5,
E)PE/TACEN,MAR,6,27,6,
E)NEXQH=NAI,MAR,6,27,7,
TH\N,MAR,6,27,8,
KEFALH\N,MAR,6,27,9,
AU)TOU=,MAR,6,27,10,
*(O,MAR,6,28,0,
DE\,MAR,6,28,1,
A)PELQW\N,MAR,6,28,2,
A)PEKEFA/LISEN,MAR,6,28,3,
AU)TO\N,MAR,6,28,4,
E)N,MAR,6,28,5,
TH=|,MAR,6,28,6,
FULAKH=|,MAR,6,28,7,
KAI\,MAR,6,28,8,
H)/NEGKEN,MAR,6,28,9,
TH\N,MAR,6,28,10,
KEFALH\N,MAR,6,28,11,
AU)TOU=,MAR,6,28,12,
E)PI\,MAR,6,28,13,
PI/NAKI,MAR,6,28,14,
KAI\,MAR,6,28,15,
E)/DWKEN,MAR,6,28,16,
AU)TH\N,MAR,6,28,17,
TW=|,MAR,6,28,18,
KORASI/W|,MAR,6,28,19,
KAI\,MAR,6,28,20,
TO\,MAR,6,28,21,
KORA/SION,MAR,6,28,22,
E)/DWKEN,MAR,6,28,23,
AU)TH\N,MAR,6,28,24,
TH=|,MAR,6,28,25,
MHTRI\,MAR,6,28,26,
AU)TH=S,MAR,6,28,27,
*KAI\,MAR,6,29,0,
A)KOU/SANTES,MAR,6,29,1,
OI(,MAR,6,29,2,
MAQHTAI\,MAR,6,29,3,
AU)TOU=,MAR,6,29,4,
H)=LQON,MAR,6,29,5,
KAI\,MAR,6,29,6,
H)=RAN,MAR,6,29,7,
TO\,MAR,6,29,8,
PTW=MA,MAR,6,29,9,
AU)TOU=,MAR,6,29,10,
KAI\,MAR,6,29,11,
E)/QHKAN,MAR,6,29,12,
AU)TO\,MAR,6,29,13,
E)N,MAR,6,29,14,
MNHMEI/W|,MAR,6,29,15,
*KAI\,MAR,6,30,0,
SUNA/GONTAI,MAR,6,30,1,
OI(,MAR,6,30,2,
A)PO/STOLOI,MAR,6,30,3,
PRO\S,MAR,6,30,4,
TO\N,MAR,6,30,5,
*)IHSOU=N,MAR,6,30,6,
KAI\,MAR,6,30,7,
A)PH/GGEILAN,MAR,6,30,8,
AU)TW=|,MAR,6,30,9,
PA/NTA,MAR,6,30,10,
KAI\,MAR,6,30,11,
O(/SA,MAR,6,30,12,
E)POI/HSAN,MAR,6,30,13,
KAI\,MAR,6,30,14,
O(/SA,MAR,6,30,15,
E)DI/DACAN,MAR,6,30,16,
*KAI\,MAR,6,31,0,
EI)=PEN,MAR,6,31,1,
AU)TOI=S,MAR,6,31,2,
*DEU=TE,MAR,6,31,3,
U(MEI=S,MAR,6,31,4,
AU)TOI\,MAR,6,31,5,
KAT,MAR,6,31,6,
I)DI/AN,MAR,6,31,7,
EI)S,MAR,6,31,8,
E)/RHMON,MAR,6,31,9,
TO/PON,MAR,6,31,10,
KAI\,MAR,6,31,11,
A)NAPAU/ESQE,MAR,6,31,12,
O)LI/GON,MAR,6,31,13,
*)=HSAN,MAR,6,31,14,
GA\R,MAR,6,31,15,
OI(,MAR,6,31,16,
E)RXO/MENOI,MAR,6,31,17,
KAI\,MAR,6,31,18,
OI(,MAR,6,31,19,
U(PA/GONTES,MAR,6,31,20,
POLLOI/,MAR,6,31,21,
KAI\,MAR,6,31,22,
OU)DE\,MAR,6,31,23,
FAGEI=N,MAR,6,31,24,
EU)KAI/ROUN,MAR,6,31,25,
*KAI\,MAR,6,32,0,
A)PH=LQON,MAR,6,32,1,
EI)S,MAR,6,32,2,
E)/RHMON,MAR,6,32,3,
TO/PON,MAR,6,32,4,
TW=|,MAR,6,32,5,
PLOI/W|,MAR,6,32,6,
KAT,MAR,6,32,7,
I)DI/AN,MAR,6,32,8,
*KAI\,MAR,6,33,0,
EI)=DON,MAR,6,33,1,
AU)TOU\S,MAR,6,33,2,
U(PA/GONTAS,MAR,6,33,3,
KAI\,MAR,6,33,4,
E)PE/GNWSAN,MAR,6,33,5,
AU)TO\N,MAR,6,33,6,
POLLOI/,MAR,6,33,7,
KAI\,MAR,6,33,8,
PEZH=|,MAR,6,33,9,
A)PO\,MAR,6,33,10,
PASW=N,MAR,6,33,11,
TW=N,MAR,6,33,12,
PO/LEWN,MAR,6,33,13,
SUNE/DRAMON,MAR,6,33,14,
E)KEI=,MAR,6,33,15,
KAI\,MAR,6,33,16,
PROH=LQON,MAR,6,33,17,
AU)TOU/S,MAR,6,33,18,
KAI\,MAR,6,33,19,
SUNH=LQON,MAR,6,33,20,
PRO\S,MAR,6,33,21,
AU)TO/N,MAR,6,33,22,
*KAI\,MAR,6,34,0,
E)CELQW\N,MAR,6,34,1,
EI)=DEN,MAR,6,34,2,
O(,MAR,6,34,3,
*)IHSOU=S,MAR,6,34,4,
POLU\N,MAR,6,34,5,
O)/XLON,MAR,6,34,6,
KAI\,MAR,6,34,7,
E)SPLAGXNI/SQH,MAR,6,34,8,
E)P,MAR,6,34,9,
AU)TOI=S,MAR,6,34,10,
O(/TI,MAR,6,34,11,
H)=SAN,MAR,6,34,12,
W(S,MAR,6,34,13,
PRO/BATA,MAR,6,34,14,
MH\,MAR,6,34,15,
E)/XONTA,MAR,6,34,16,
POIME/NA,MAR,6,34,17,
KAI\,MAR,6,34,18,
H)/RCATO,MAR,6,34,19,
DIDA/SKEIN,MAR,6,34,20,
AU)TOU\S,MAR,6,34,21,
POLLA/,MAR,6,34,22,
*KAI\,MAR,6,35,0,
H)/DH,MAR,6,35,1,
W(/RAS,MAR,6,35,2,
POLLH=S,MAR,6,35,3,
GENOME/NHS,MAR,6,35,4,
PROSELQO/NTES,MAR,6,35,5,
AU)TW=|,MAR,6,35,6,
OI(,MAR,6,35,7,
MAQHTAI\,MAR,6,35,8,
AU)TOU=,MAR,6,35,9,
LE/GOUSIN,MAR,6,35,10,
O(/TI,MAR,6,35,11,
*)/ERHMO/S,MAR,6,35,12,
E)STIN,MAR,6,35,13,
O(,MAR,6,35,14,
TO/POS,MAR,6,35,15,
KAI\,MAR,6,35,16,
H)/DH,MAR,6,35,17,
W(/RA,MAR,6,35,18,
POLLH/,MAR,6,35,19,
A)PO/LUSON,MAR,6,36,0,
AU)TOU/S,MAR,6,36,1,
I(/NA,MAR,6,36,2,
A)PELQO/NTES,MAR,6,36,3,
EI)S,MAR,6,36,4,
TOU\S,MAR,6,36,5,
KU/KLW|,MAR,6,36,6,
A)GROU\S,MAR,6,36,7,
KAI\,MAR,6,36,8,
KW/MAS,MAR,6,36,9,
A)GORA/SWSIN,MAR,6,36,10,
E(AUTOI=S,MAR,6,36,11,
A)/RTOUS,MAR,6,36,12,
*TI/,MAR,6,36,13,
GA\R,MAR,6,36,14,
FA/GWSIN,MAR,6,36,15,
OU)K,MAR,6,36,16,
E)/XOUSIN,MAR,6,36,17,
*(O,MAR,6,37,0,
DE\,MAR,6,37,1,
A)POKRIQEI\S,MAR,6,37,2,
EI)=PEN,MAR,6,37,3,
AU)TOI=S,MAR,6,37,4,
*DO/TE,MAR,6,37,5,
AU)TOI=S,MAR,6,37,6,
U(MEI=S,MAR,6,37,7,
FAGEI=N,MAR,6,37,8,
*KAI\,MAR,6,37,9,
LE/GOUSIN,MAR,6,37,10,
AU)TW=|,MAR,6,37,11,
*)APELQO/NTES,MAR,6,37,12,
A)GORA/SWMEN,MAR,6,37,13,
DHNARI/WN,MAR,6,37,14,
DIAKOSI/WN,MAR,6,37,15,
A)/RTOUS,MAR,6,37,16,
KAI\,MAR,6,37,17,
DW=MEN,MAR,6,37,18,
AU)TOI=S,MAR,6,37,19,
FAGEI=N,MAR,6,37,20,
*(O,MAR,6,38,0,
DE\,MAR,6,38,1,
LE/GEI,MAR,6,38,2,
AU)TOI=S,MAR,6,38,3,
*PO/SOUS,MAR,6,38,4,
A)/RTOUS,MAR,6,38,5,
E)/XETE,MAR,6,38,6,
*(UPA/GETE,MAR,6,38,7,
KAI\,MAR,6,38,8,
I)/DETE,MAR,6,38,9,
*KAI\,MAR,6,38,10,
GNO/NTES,MAR,6,38,11,
LE/GOUSIN,MAR,6,38,12,
*PE/NTE,MAR,6,38,13,
KAI\,MAR,6,38,14,
DU/O,MAR,6,38,15,
I)XQU/AS,MAR,6,38,16,
*KAI\,MAR,6,39,0,
E)PE/TACEN,MAR,6,39,1,
AU)TOI=S,MAR,6,39,2,
A)NAKLI=NAI,MAR,6,39,3,
PA/NTAS,MAR,6,39,4,
SUMPO/SIA,MAR,6,39,5,
SUMPO/SIA,MAR,6,39,6,
E)PI\,MAR,6,39,7,
TW=|,MAR,6,39,8,
XLWRW=|,MAR,6,39,9,
XO/RTW|,MAR,6,39,10,
*KAI\,MAR,6,40,0,
A)NE/PESON,MAR,6,40,1,
PRASIAI\,MAR,6,40,2,
PRASIAI/,MAR,6,40,3,
A)NA\,MAR,6,40,4,
E(KATO\N,MAR,6,40,5,
KAI\,MAR,6,40,6,
A)NA\,MAR,6,40,7,
PENTH/KONTA,MAR,6,40,8,
*KAI\,MAR,6,41,0,
LABW\N,MAR,6,41,1,
TOU\S,MAR,6,41,2,
PE/NTE,MAR,6,41,3,
A)/RTOUS,MAR,6,41,4,
KAI\,MAR,6,41,5,
TOU\S,MAR,6,41,6,
DU/O,MAR,6,41,7,
I)XQU/AS,MAR,6,41,8,
A)NABLE/YAS,MAR,6,41,9,
EI)S,MAR,6,41,10,
TO\N,MAR,6,41,11,
OU)RANO/N,MAR,6,41,12,
EU)LO/GHSEN,MAR,6,41,13,
KAI\,MAR,6,41,14,
KATE/KLASEN,MAR,6,41,15,
TOU\S,MAR,6,41,16,
A)/RTOUS,MAR,6,41,17,
KAI\,MAR,6,41,18,
E)DI/DOU,MAR,6,41,19,
TOI=S,MAR,6,41,20,
MAQHTAI=S,MAR,6,41,21,
AU)TOU=,MAR,6,41,22,
I(/NA,MAR,6,41,23,
PARAQW=SIN,MAR,6,41,24,
AU)TOI=S,MAR,6,41,25,
KAI\,MAR,6,41,26,
TOU\S,MAR,6,41,27,
DU/O,MAR,6,41,28,
I)XQU/AS,MAR,6,41,29,
E)ME/RISEN,MAR,6,41,30,
PA=SIN,MAR,6,41,31,
*KAI\,MAR,6,42,0,
E)/FAGON,MAR,6,42,1,
PA/NTES,MAR,6,42,2,
KAI\,MAR,6,42,3,
E)XORTA/SQHSAN,MAR,6,42,4,
KAI\,MAR,6,43,0,
H)=RAN,MAR,6,43,1,
KLASMA/TWN,MAR,6,43,2,
DW/DEKA,MAR,6,43,3,
KOFI/NOUS,MAR,6,43,4,
PLH/REIS,MAR,6,43,5,
KAI\,MAR,6,43,6,
A)PO\,MAR,6,43,7,
TW=N,MAR,6,43,8,
I)XQU/WN,MAR,6,43,9,
*KAI\,MAR,6,44,0,
H)=SAN,MAR,6,44,1,
OI(,MAR,6,44,2,
FAGO/NTES,MAR,6,44,3,
TOU\S,MAR,6,44,4,
A)/RTOUS,MAR,6,44,5,
PENTAKISXI/LIOI,MAR,6,44,6,
A)/NDRES,MAR,6,44,7,
*KAI\,MAR,6,45,0,
EU)QE/WS,MAR,6,45,1,
H)NA/GKASEN,MAR,6,45,2,
TOU\S,MAR,6,45,3,
MAQHTA\S,MAR,6,45,4,
AU)TOU=,MAR,6,45,5,
E)MBH=NAI,MAR,6,45,6,
EI)S,MAR,6,45,7,
TO\,MAR,6,45,8,
PLOI=ON,MAR,6,45,9,
KAI\,MAR,6,45,10,
PROA/GEIN,MAR,6,45,11,
EI)S,MAR,6,45,12,
TO\,MAR,6,45,13,
PE/RAN,MAR,6,45,14,
PRO\S,MAR,6,45,15,
*BHQSAI+DA/N,MAR,6,45,16,
E(/WS,MAR,6,45,17,
AU)TO\S,MAR,6,45,18,
A)POLU/SH|,MAR,6,45,19,
TO\N,MAR,6,45,20,
O)/XLON,MAR,6,45,21,
*KAI\,MAR,6,46,0,
A)POTACA/MENOS,MAR,6,46,1,
AU)TOI=S,MAR,6,46,2,
A)PH=LQEN,MAR,6,46,3,
EI)S,MAR,6,46,4,
TO\,MAR,6,46,5,
O)/ROS,MAR,6,46,6,
PROSEU/CASQAI,MAR,6,46,7,
*KAI\,MAR,6,47,0,
O)YI/AS,MAR,6,47,1,
GENOME/NHS,MAR,6,47,2,
H)=N,MAR,6,47,3,
TO\,MAR,6,47,4,
PLOI=ON,MAR,6,47,5,
E)N,MAR,6,47,6,
ME/SW|,MAR,6,47,7,
TH=S,MAR,6,47,8,
QALA/SSHS,MAR,6,47,9,
KAI\,MAR,6,47,10,
AU)TO\S,MAR,6,47,11,
MO/NOS,MAR,6,47,12,
E)PI\,MAR,6,47,13,
TH=S,MAR,6,47,14,
GH=S,MAR,6,47,15,
*KAI\,MAR,6,48,0,
EI)=DEN,MAR,6,48,1,
AU)TOU\S,MAR,6,48,2,
BASANIZOME/NOUS,MAR,6,48,3,
E)N,MAR,6,48,4,
TW=|,MAR,6,48,5,
E)LAU/NEIN,MAR,6,48,6,
H)=N,MAR,6,48,7,
GA\R,MAR,6,48,8,
O(,MAR,6,48,9,
A)/NEMOS,MAR,6,48,10,
E)NANTI/OS,MAR,6,48,11,
AU)TOI=S,MAR,6,48,12,
KAI\,MAR,6,48,13,
PERI\,MAR,6,48,14,
TETA/RTHN,MAR,6,48,15,
FULAKH\N,MAR,6,48,16,
TH=S,MAR,6,48,17,
NUKTO\S,MAR,6,48,18,
E)/RXETAI,MAR,6,48,19,
PRO\S,MAR,6,48,20,
AU)TOU/S,MAR,6,48,21,
PERIPATW=N,MAR,6,48,22,
E)PI\,MAR,6,48,23,
TH=S,MAR,6,48,24,
QALA/SSHS,MAR,6,48,25,
KAI\,MAR,6,48,26,
H)/QELEN,MAR,6,48,27,
PARELQEI=N,MAR,6,48,28,
AU)TOU/S,MAR,6,48,29,
*OI(,MAR,6,49,0,
DE/,MAR,6,49,1,
I)DO/NTES,MAR,6,49,2,
AU)TO\N,MAR,6,49,3,
PERIPATOU=NTA,MAR,6,49,4,
E)PI\,MAR,6,49,5,
TH=S,MAR,6,49,6,
QALA/SSHS,MAR,6,49,7,
E)/DOCAN,MAR,6,49,8,
FA/NTASMA,MAR,6,49,9,
EI)=NAI,MAR,6,49,10,
KAI\,MAR,6,49,11,
A)NE/KRACAN,MAR,6,49,12,
PA/NTES,MAR,6,50,0,
GA\R,MAR,6,50,1,
AU)TO\N,MAR,6,50,2,
EI)=DON,MAR,6,50,3,
KAI\,MAR,6,50,4,
E)TARA/XQHSAN,MAR,6,50,5,
*KAI\,MAR,6,50,6,
EU)QE/WS,MAR,6,50,7,
E)LA/LHSEN,MAR,6,50,8,
MET,MAR,6,50,9,
AU)TW=N,MAR,6,50,10,
KAI\,MAR,6,50,11,
LE/GEI,MAR,6,50,12,
AU)TOI=S,MAR,6,50,13,
*QARSEI=TE,MAR,6,50,14,
E)GW/,MAR,6,50,15,
EI)MI,MAR,6,50,16,
MH\,MAR,6,50,17,
FOBEI=SQE,MAR,6,50,18,
*KAI\,MAR,6,51,0,
A)NE/BH,MAR,6,51,1,
PRO\S,MAR,6,51,2,
AU)TOU\S,MAR,6,51,3,
EI)S,MAR,6,51,4,
TO\,MAR,6,51,5,
PLOI=ON,MAR,6,51,6,
KAI\,MAR,6,51,7,
E)KO/PASEN,MAR,6,51,8,
O(,MAR,6,51,9,
A)/NEMOS,MAR,6,51,10,
KAI\,MAR,6,51,11,
LI/AN,MAR,6,51,12,
E)KPERISSOU=,MAR,6,51,13,
E)N,MAR,6,51,14,
E(AUTOI=S,MAR,6,51,15,
E)CI/STANTO,MAR,6,51,16,
KAI\,MAR,6,51,17,
E)QAU/MAZON,MAR,6,51,18,
*OU),MAR,6,52,0,
GA\R,MAR,6,52,1,
SUNH=KAN,MAR,6,52,2,
E)PI\,MAR,6,52,3,
TOI=S,MAR,6,52,4,
A)/RTOIS,MAR,6,52,5,
H)=N,MAR,6,52,6,
GA\R,MAR,6,52,7,
AU)TW=N,MAR,6,52,8,
H(,MAR,6,52,9,
KARDI/A,MAR,6,52,10,
PEPWRWME/NH,MAR,6,52,11,
*KAI\,MAR,6,53,0,
DIAPERA/SANTES,MAR,6,53,1,
H)=LQON,MAR,6,53,2,
E)PI\,MAR,6,53,3,
TH\N,MAR,6,53,4,
GH=N,MAR,6,53,5,
*GENNHSARE/T,MAR,6,53,6,
KAI\,MAR,6,53,7,
PROSWRMI/SQHSAN,MAR,6,53,8,
*KAI\,MAR,6,54,0,
E)CELQO/NTWN,MAR,6,54,1,
AU)TW=N,MAR,6,54,2,
E)K,MAR,6,54,3,
TOU=,MAR,6,54,4,
PLOI/OU,MAR,6,54,5,
EU)QE/WS,MAR,6,54,6,
E)PIGNO/NTES,MAR,6,54,7,
AU)TO/N,MAR,6,54,8,
PERIDRAMO/NTES,MAR,6,55,0,
O(/LHN,MAR,6,55,1,
TH\N,MAR,6,55,2,
PERI/XWRON,MAR,6,55,3,
E)KEI/NHN,MAR,6,55,4,
H)/RCANTO,MAR,6,55,5,
E)PI\,MAR,6,55,6,
TOI=S,MAR,6,55,7,
KRABBA/TOIS,MAR,6,55,8,
TOU\S,MAR,6,55,9,
KAKW=S,MAR,6,55,10,
E)/XONTAS,MAR,6,55,11,
PERIFE/REIN,MAR,6,55,12,
O(/POU,MAR,6,55,13,
H)/KOUON,MAR,6,55,14,
O(/TI,MAR,6,55,15,
E)KEI=,MAR,6,55,16,
E)STIN,MAR,6,55,17,
*KAI\,MAR,6,56,0,
O(/POU,MAR,6,56,1,
A)\N,MAR,6,56,2,
EI)SEPOREU/ETO,MAR,6,56,3,
EI)S,MAR,6,56,4,
KW/MAS,MAR,6,56,5,
H)\,MAR,6,56,6,
PO/LEIS,MAR,6,56,7,
H)\,MAR,6,56,8,
A)GROU/S,MAR,6,56,9,
E)N,MAR,6,56,10,
TAI=S,MAR,6,56,11,
A)GORAI=S,MAR,6,56,12,
E)TI/QOUN,MAR,6,56,13,
TOU\S,MAR,6,56,14,
A)SQENOU=NTAS,MAR,6,56,15,
KAI\,MAR,6,56,16,
PAREKA/LOUN,MAR,6,56,17,
